player,prop,book_line,direction,model_prediction,edge,actual_value,result
Ryan Kalkbrenner,PA,7.5,OVER,9.722,2.2219999999999995,2.0,LOSS
Terance Mann,PR,9.5,OVER,11.678,2.178000000000001,8.0,LOSS
Darius Garland,PR,20.5,OVER,22.605,2.1050000000000004,25.0,WIN
Ryan Kalkbrenner,PR,12.5,OVER,14.594,2.0939999999999994,2.0,LOSS
DeMar DeRozan,PA,23.5,OVER,25.589,2.088999999999998,38.0,WIN
Lauri Markkanen,PR,33.5,OVER,35.578,2.078000000000003,40.0,WIN
Sam Merrill,PA,14.5,OVER,16.566,2.065999999999999,17.0,WIN
Jarred Vanderbilt,PTS,5.5,OVER,7.456,1.9560000000000004,0.0,LOSS
Ryan Kalkbrenner,PTS,6.5,OVER,8.423,1.923,2.0,LOSS
Danny Wolf,RA,5.5,OVER,7.369,1.869,5.0,LOSS
Sandro Mamukelashvili,PRA,15.5,OVER,17.356,1.8560000000000016,12.0,LOSS
DeMar DeRozan,PRA,27.5,OVER,29.3,1.8000000000000007,40.0,WIN
John Collins,PTS,15.5,OVER,17.249,1.7489999999999988,3.0,LOSS
John Collins,PRA,22.5,OVER,24.245,1.745000000000001,9.0,LOSS
Andrew Nembhard,PRA,27.5,OVER,29.207,1.7070000000000007,28.0,WIN
Brandon Miller,RA,7.0,OVER,8.699,1.6989999999999998,11.0,WIN
Gabe Vincent,PTS,3.5,OVER,5.185,1.6849999999999996,9.0,WIN
Day'Ron Sharpe,RA,8.5,OVER,10.14,1.6400000000000006,12.0,WIN
Danny Wolf,PTS,6.5,OVER,8.138,1.638,3.0,LOSS
VJ Edgecombe,PRA,24.5,OVER,26.127,1.626999999999999,25.0,WIN
DeMar DeRozan,PTS,19.5,OVER,21.03,1.5300000000000011,32.0,WIN
Andrew Nembhard,PR,20.5,OVER,22.024,1.524000000000001,19.0,LOSS
Max Christie,PA,15.5,OVER,16.97,1.4699999999999989,12.0,LOSS
Max Christie,PTS,13.5,OVER,14.964,1.4640000000000004,10.0,LOSS
Jarrett Allen,RA,11.5,OVER,12.916,1.4160000000000004,7.0,LOSS
Precious Achiuwa,RA,6.5,OVER,7.904,1.404,7.0,WIN
Andrew Nembhard,PA,24.5,OVER,25.903,1.4029999999999987,22.0,LOSS
Day'Ron Sharpe,REB,6.5,OVER,7.894,1.394,12.0,WIN
Brandon Miller,REB,4.0,OVER,5.38,1.38,6.0,WIN
VJ Edgecombe,PTS,14.5,OVER,15.858,1.3580000000000003,15.0,WIN
Jay Huff,PR,12.5,OVER,13.855,1.3550000000000004,23.0,WIN
Paul George,RA,8.5,OVER,9.811,1.311,10.0,WIN
Rui Hachimura,PR,10.5,OVER,11.793,1.2929999999999993,0.0,LOSS
Sandro Mamukelashvili,PR,14.5,OVER,15.785,1.285,10.0,LOSS
VJ Edgecombe,PA,19.5,OVER,20.776,1.2759999999999998,23.0,WIN
DeMar DeRozan,PR,23.5,OVER,24.741,1.2409999999999997,34.0,WIN
Andrew Nembhard,PTS,17.5,OVER,18.72,1.2199999999999989,13.0,LOSS
Johnny Furphy,PRA,13.5,OVER,14.659,1.1590000000000007,10.0,LOSS
VJ Edgecombe,STL,1.5,OVER,2.652,1.152,1.0,LOSS
Miles Bridges,PR,25.5,OVER,26.639,1.1389999999999991,17.0,LOSS
Jarrett Allen,PRA,24.5,OVER,25.611,1.1110000000000009,15.0,LOSS
Jarred Vanderbilt,PR,10.5,OVER,11.599,1.0990000000000002,4.0,LOSS
Darius Garland,PTS,18.5,OVER,19.593,1.093,23.0,WIN
Kris Dunn,PTS,7.5,OVER,8.537,1.0370000000000008,0.0,LOSS
Sandro Mamukelashvili,REB,5.5,OVER,6.504,1.0039999999999996,2.0,LOSS
Derrick White,REB,5.0,OVER,6.003,1.003,4.0,LOSS
Rui Hachimura,REB,2.5,OVER,3.483,0.983,0.0,LOSS
Aaron Nesmith,RA,7.5,OVER,8.474,0.9740000000000002,7.0,LOSS
Russell Westbrook,PR,21.5,OVER,22.453,0.9529999999999994,27.0,WIN
LaMelo Ball,PTS,18.5,OVER,19.437,0.9370000000000012,25.0,WIN
Kris Dunn,PA,12.5,OVER,13.398,0.8979999999999997,0.0,LOSS
Russell Westbrook,PTS,15.5,OVER,16.334,0.8339999999999996,22.0,WIN
John Collins,PR,21.5,OVER,22.333,0.8329999999999984,8.0,LOSS
Max Christie,PRA,19.5,OVER,20.315,0.8150000000000013,17.0,LOSS
Rui Hachimura,PTS,7.5,OVER,8.31,0.8100000000000005,0.0,LOSS
Max Christie,PR,17.5,OVER,18.308,0.8079999999999998,15.0,LOSS
Daniel Gafford,RA,8.5,OVER,9.307,0.8070000000000004,0.0,LOSS
Sandro Mamukelashvili,PTS,8.5,OVER,9.281,0.7810000000000006,8.0,LOSS
DeMar DeRozan,RA,7.5,OVER,8.27,0.7699999999999996,8.0,WIN
VJ Edgecombe,RA,9.5,OVER,10.269,0.7690000000000001,10.0,WIN
Jay Huff,PTS,8.5,OVER,9.253,0.7530000000000001,20.0,WIN
VJ Edgecombe,PR,20.5,OVER,21.208,0.7079999999999984,17.0,LOSS
Jay Huff,PRA,14.5,OVER,15.199,0.6989999999999998,25.0,WIN
Brice Sensabaugh,RA,5.5,OVER,6.184,0.6840000000000002,1.0,LOSS
Ryan Kalkbrenner,REB,5.5,OVER,6.172,0.6719999999999997,0.0,LOSS
Jay Huff,REB,4.0,OVER,4.602,0.6020000000000003,3.0,LOSS
Paul George,PR,19.5,OVER,20.099,0.5990000000000002,19.0,LOSS
Lauri Markkanen,PTS,26.5,OVER,27.07,0.5700000000000003,28.0,WIN
Paul George,PA,17.5,OVER,18.046,0.5459999999999994,21.0,WIN
Darius Garland,PRA,28.5,OVER,29.043,0.5429999999999993,33.0,WIN
Joel Embiid,STL,0.5,OVER,1.035,0.5349999999999999,2.0,WIN
Darius Garland,PA,25.5,OVER,26.031,0.5309999999999988,31.0,WIN
RJ Barrett,PTS,18.5,OVER,19.004,0.5040000000000013,0.0,LOSS
Miles Bridges,RA,10.0,OVER,10.497,0.4969999999999999,7.0,LOSS
Ryan Nembhard,STL,0.5,OVER,0.987,0.487,0.0,LOSS
Jarrett Allen,PR,22.5,OVER,22.982,0.4819999999999993,12.0,LOSS
RJ Barrett,STL,0.5,OVER,0.98,0.48,0.0,LOSS
Paul George,PRA,23.5,OVER,23.978,0.4780000000000015,25.0,WIN
Noah Clowney,AST,1.5,OVER,1.969,0.4690000000000001,2.0,WIN
Collin Sexton,STL,0.5,OVER,0.961,0.4609999999999999,0.0,LOSS
Jay Huff,RA,5.5,OVER,5.947,0.447,5.0,LOSS
Johnny Furphy,PR,12.5,OVER,12.931,0.4309999999999991,9.0,LOSS
Ivica Zubac,STL,0.5,OVER,0.929,0.429,0.0,LOSS
Aaron Nesmith,STL,0.5,OVER,0.917,0.417,0.0,LOSS
Joel Embiid,PA,28.5,OVER,28.904,0.4039999999999999,31.0,WIN
Klay Thompson,STL,0.5,OVER,0.879,0.379,1.0,WIN
Sandro Mamukelashvili,PA,10.5,OVER,10.852,0.3520000000000003,10.0,LOSS
Sandro Mamukelashvili,STL,0.5,OVER,0.845,0.345,0.0,LOSS
Kris Dunn,PRA,15.5,OVER,15.842,0.3420000000000005,2.0,LOSS
Klay Thompson,RA,4.5,OVER,4.822,0.322,3.0,LOSS
Miles Bridges,STL,0.5,OVER,0.706,0.2059999999999999,0.0,LOSS
Miles Bridges,PRA,29.5,OVER,29.69,0.1900000000000012,18.0,LOSS
Johnny Furphy,STL,0.5,OVER,0.67,0.17,1.0,WIN
Pascal Siakam,RA,10.5,OVER,10.657,0.157,14.0,WIN
Scottie Barnes,PA,23.5,OVER,23.655,0.1550000000000011,18.0,LOSS
Sam Hauser,AST,1.5,OVER,1.653,0.153,1.0,LOSS
Ryan Kalkbrenner,STL,0.5,OVER,0.651,0.151,0.0,LOSS
Dominick Barlow,STL,0.5,OVER,0.615,0.1149999999999999,0.0,LOSS
Jay Huff,PA,10.5,OVER,10.597,0.0969999999999995,22.0,WIN
LaMelo Ball,PR,23.5,OVER,23.568,0.0680000000000013,34.0,WIN
Joel Embiid,RA,12.5,OVER,12.559,0.0589999999999992,12.0,LOSS
Brandon Ingram,STL,0.5,OVER,0.541,0.041,0.0,LOSS
Kawhi Leonard,RA,9.5,OVER,9.533,0.0329999999999994,8.0,LOSS
Johnny Furphy,RA,6.5,OVER,6.518,0.0179999999999997,6.0,LOSS
Payton Pritchard,REB,5.0,OVER,5.007,0.0069999999999996,4.0,LOSS
Nicolas Batum,PTS,5.5,OVER,5.502,0.0019999999999997,7.0,WIN
Scottie Barnes,PTS,18.5,UNDER,18.49,-0.0100000000000015,15.0,WIN
Sam Merrill,REB,2.5,UNDER,2.484,-0.016,2.0,WIN
Quentin Grimes,PTS,10.5,UNDER,10.467,-0.0329999999999994,6.0,WIN
Darius Garland,RA,9.5,UNDER,9.45,-0.0500000000000007,10.0,LOSS
Kris Dunn,STL,1.5,UNDER,1.44,-0.06,0.0,WIN
Terance Mann,RA,6.5,UNDER,6.392,-0.1079999999999996,9.0,LOSS
Jaylon Tyson,PTS,9.5,UNDER,9.388,-0.1120000000000001,11.0,LOSS
Noah Clowney,REB,4.5,UNDER,4.366,-0.1340000000000003,2.0,WIN
Jay Huff,AST,1.5,UNDER,1.345,-0.155,2.0,LOSS
Pascal Siakam,AST,3.5,UNDER,3.338,-0.1619999999999999,6.0,LOSS
Jarrett Allen,PA,15.5,UNDER,15.323,-0.1769999999999996,11.0,WIN
Anfernee Simons,REB,2.5,UNDER,2.315,-0.185,3.0,LOSS
Quentin Grimes,PR,14.5,UNDER,14.296,-0.2040000000000006,10.0,WIN
Aaron Nesmith,REB,5.5,UNDER,5.274,-0.2259999999999999,5.0,WIN
Neemias Queta,PTS,10.5,UNDER,10.235,-0.2650000000000005,15.0,LOSS
James Harden,AST,7.5,UNDER,7.222,-0.2779999999999996,10.0,LOSS
Miles Bridges,PTS,19.5,UNDER,19.194,-0.3060000000000009,11.0,WIN
Neemias Queta,RA,10.5,UNDER,10.181,-0.3190000000000008,10.0,WIN
Paul George,PTS,14.5,UNDER,14.167,-0.3330000000000002,15.0,LOSS
Scottie Barnes,AST,5.5,UNDER,5.165,-0.3349999999999999,3.0,WIN
Donovan Mitchell,RA,10.5,UNDER,10.11,-0.3900000000000005,5.0,WIN
DeMar DeRozan,STL,1.5,UNDER,1.073,-0.427,3.0,LOSS
Russell Westbrook,PRA,28.5,UNDER,28.072,-0.4280000000000008,34.0,LOSS
Cam Thomas,AST,2.5,UNDER,2.048,-0.4519999999999999,0.0,WIN
RJ Barrett,PA,22.5,UNDER,22.019,-0.4810000000000016,0.0,WIN
RJ Barrett,AST,3.5,UNDER,3.014,-0.4860000000000002,0.0,WIN
Brook Lopez,TO,0.5,UNDER,0.0,-0.5,0.0,WIN
Rui Hachimura,TO,0.5,UNDER,0.0,-0.5,0.0,WIN
Jaxson Hayes,TO,0.5,UNDER,0.0,-0.5,0.0,WIN
Ryan Kalkbrenner,TO,0.5,UNDER,0.0,-0.5,0.0,WIN
Collin Sexton,PRA,18.5,UNDER,17.996,-0.5040000000000013,0.0,WIN
Collin Sexton,PR,15.5,UNDER,14.993,-0.5069999999999997,0.0,WIN
Anfernee Simons,RA,5.5,UNDER,4.987,-0.5129999999999999,7.0,LOSS
Kris Dunn,PR,11.5,UNDER,10.982,-0.5180000000000007,2.0,WIN
Russell Westbrook,PA,22.5,UNDER,21.953,-0.5470000000000006,29.0,LOSS
Joel Embiid,PRA,37.5,UNDER,36.934,-0.5660000000000025,39.0,LOSS
Neemias Queta,REB,9.5,UNDER,8.898,-0.6020000000000003,8.0,WIN
Max Christie,REB,4.0,UNDER,3.345,-0.6549999999999998,5.0,LOSS
Brandon Ingram,REB,5.5,UNDER,4.825,-0.6749999999999998,10.0,LOSS
Sam Hauser,PTS,10.5,UNDER,9.82,-0.6799999999999997,8.0,WIN
Noah Clowney,PR,17.5,UNDER,16.809,-0.690999999999999,15.0,WIN
Quentin Grimes,PA,13.5,UNDER,12.809,-0.6910000000000007,8.0,WIN
Jarred Vanderbilt,RA,6.5,UNDER,5.802,-0.6980000000000004,4.0,WIN
Aaron Nesmith,PA,18.5,UNDER,17.785,-0.7149999999999999,8.0,WIN
Noah Clowney,PRA,19.5,UNDER,18.778,-0.7220000000000013,17.0,WIN
Brandon Miller,PR,22.5,UNDER,21.701,-0.7989999999999995,19.0,WIN
Jarrett Allen,PTS,13.5,UNDER,12.695,-0.8049999999999997,8.0,WIN
Jarred Vanderbilt,REB,5.0,UNDER,4.143,-0.8570000000000002,4.0,WIN
Quentin Grimes,PRA,17.5,UNDER,16.637,-0.8629999999999995,12.0,WIN
Scottie Barnes,PR,26.5,UNDER,25.622,-0.8780000000000001,19.0,WIN
Jaylon Tyson,RA,6.5,UNDER,5.615,-0.8849999999999998,6.0,WIN
LeBron James,PTS,22.5,UNDER,21.6,-0.8999999999999986,22.0,WIN
Maxime Raynaud,REB,7.5,UNDER,6.539,-0.9610000000000004,4.0,WIN
Neemias Queta,PA,12.5,UNDER,11.518,-0.9819999999999992,17.0,LOSS
Sam Hauser,PA,12.5,UNDER,11.473,-1.0269999999999992,9.0,WIN
Anfernee Simons,PTS,15.5,UNDER,14.457,-1.0429999999999993,16.0,LOSS
Noah Clowney,PTS,13.5,UNDER,12.444,-1.0559999999999992,13.0,WIN
Immanuel Quickley,PA,24.5,UNDER,23.415,-1.0850000000000009,18.0,WIN
Noah Clowney,PA,15.5,UNDER,14.413,-1.0869999999999995,15.0,WIN
Immanuel Quickley,PTS,18.5,UNDER,17.407,-1.093,18.0,WIN
Ryan Nembhard,PR,13.5,UNDER,12.402,-1.0980000000000008,10.0,WIN
LeBron James,AST,7.0,UNDER,5.88,-1.12,3.0,WIN
Collin Sexton,PA,16.5,UNDER,15.378,-1.122,0.0,WIN
Joel Embiid,PTS,25.5,UNDER,24.375,-1.125,27.0,LOSS
RJ Barrett,PRA,27.5,UNDER,26.357,-1.143000000000001,0.0,WIN
Max Christie,RA,6.5,UNDER,5.351,-1.149,7.0,LOSS
RJ Barrett,PR,24.5,UNDER,23.343,-1.157,0.0,WIN
James Harden,PTS,24.5,UNDER,23.301,-1.1990000000000016,32.0,LOSS
Scottie Barnes,RA,13.5,UNDER,12.297,-1.2029999999999994,7.0,WIN
Evan Mobley,PTS,19.5,UNDER,18.256,-1.2439999999999998,15.0,WIN
James Harden,RA,12.5,UNDER,11.255,-1.2449999999999992,14.0,LOSS
Miles Bridges,PA,23.5,UNDER,22.245,-1.254999999999999,12.0,WIN
LeBron James,RA,13.5,UNDER,12.243,-1.2569999999999997,7.0,WIN
Pascal Siakam,PTS,24.5,UNDER,23.228,-1.2719999999999985,21.0,WIN
Neemias Queta,PR,20.5,UNDER,19.132,-1.3679999999999986,23.0,LOSS
Anfernee Simons,PA,18.5,UNDER,17.129,-1.3709999999999989,20.0,LOSS
Jaylon Tyson,PA,12.5,UNDER,11.091,-1.4090000000000007,13.0,LOSS
Aaron Nesmith,PRA,24.5,UNDER,23.059,-1.440999999999999,13.0,WIN
Daniel Gafford,PR,18.5,UNDER,17.026,-1.4740000000000002,0.0,WIN
Brandon Miller,PRA,26.5,UNDER,25.02,-1.4800000000000004,24.0,WIN
Noah Clowney,TO,1.5,UNDER,0.0,-1.5,0.0,WIN
DeMar DeRozan,TO,1.5,UNDER,0.0,-1.5,0.0,WIN
Naji Marshall,TO,1.5,UNDER,0.0,-1.5,0.0,WIN
Collin Sexton,TO,1.5,UNDER,0.0,-1.5,0.0,WIN
VJ Edgecombe,TO,1.5,UNDER,0.0,-1.5,0.0,WIN
LeBron James,PR,29.5,UNDER,27.963,-1.536999999999999,26.0,WIN
Cooper Flagg,RA,12.5,UNDER,10.906,-1.5939999999999994,10.0,WIN
Evan Mobley,PA,23.5,UNDER,21.897,-1.6030000000000015,23.0,WIN
Sam Hauser,PR,14.5,UNDER,12.891,-1.609,16.0,LOSS
Pascal Siakam,PRA,35.5,UNDER,33.884,-1.6159999999999997,35.0,WIN
Maxime Raynaud,RA,9.5,UNDER,7.876,-1.6239999999999997,5.0,WIN
Cam Thomas,PTS,14.5,UNDER,12.87,-1.6300000000000008,0.0,WIN
Klay Thompson,PRA,17.5,UNDER,15.787,-1.7129999999999992,21.0,LOSS
Scottie Barnes,PRA,32.5,UNDER,30.787,-1.713000000000001,22.0,WIN
Klay Thompson,PA,14.5,UNDER,12.776,-1.7240000000000002,19.0,LOSS
Anfernee Simons,PR,18.5,UNDER,16.772,-1.7280000000000015,19.0,LOSS
Russell Westbrook,RA,13.5,UNDER,11.739,-1.7609999999999992,12.0,WIN
Daniel Gafford,PA,11.5,UNDER,9.724,-1.7759999999999998,0.0,WIN
Daniel Gafford,PTS,10.5,UNDER,8.721,-1.779,0.0,WIN
Marcus Smart,PTS,9.5,UNDER,7.672,-1.8280000000000003,1.0,WIN
Payton Pritchard,RA,12.0,UNDER,10.142,-1.8580000000000003,12.0,PUSH
Brandon Miller,PA,21.5,UNDER,19.64,-1.8599999999999992,18.0,WIN
Kon Knueppel,RA,8.0,UNDER,6.136,-1.864,9.0,LOSS
Brice Sensabaugh,PA,14.5,UNDER,12.586,-1.9139999999999997,8.0,WIN
Aaron Nesmith,PTS,16.5,UNDER,14.585,-1.9149999999999991,6.0,WIN
Pascal Siakam,PA,28.5,UNDER,26.565,-1.9349999999999987,27.0,WIN
Brook Lopez,PTS,5.5,UNDER,3.564,-1.936,9.0,LOSS
Pascal Siakam,PR,32.5,UNDER,30.546,-1.9540000000000008,29.0,WIN
Sam Hauser,PRA,16.5,UNDER,14.544,-1.9559999999999995,17.0,LOSS
James Harden,PA,32.5,UNDER,30.523,-1.9770000000000003,42.0,LOSS
Keyonte George,RA,10.5,UNDER,8.518,-1.981999999999999,14.0,LOSS
Brook Lopez,PA,6.5,UNDER,4.497,-2.003,10.0,LOSS
Marcus Smart,PA,12.5,UNDER,10.494,-2.006,3.0,WIN
Marcus Smart,PR,13.5,UNDER,11.485,-2.015000000000001,3.0,WIN
Cam Thomas,PRA,19.5,UNDER,17.456,-2.0440000000000005,0.0,WIN
Anfernee Simons,PRA,21.5,UNDER,19.444,-2.056000000000001,23.0,LOSS
Brice Sensabaugh,PRA,18.5,UNDER,16.419,-2.0809999999999995,8.0,WIN
Neemias Queta,PRA,22.5,UNDER,20.416,-2.0839999999999996,25.0,LOSS
Cam Thomas,PR,17.5,UNDER,15.408,-2.0920000000000005,0.0,WIN
Joel Embiid,PR,34.5,UNDER,32.405,-2.094999999999999,35.0,LOSS
Brandon Miller,PTS,18.5,UNDER,16.321,-2.1789999999999985,13.0,WIN
Marcus Smart,PRA,16.5,UNDER,14.308,-2.192,5.0,WIN
Brandon Ingram,RA,8.5,UNDER,6.303,-2.197,17.0,LOSS
Brice Sensabaugh,PTS,12.5,UNDER,10.235,-2.265000000000001,7.0,WIN
Immanuel Quickley,PRA,28.5,UNDER,26.197,-2.303000000000001,24.0,WIN
Immanuel Quickley,PR,22.5,UNDER,20.189,-2.311,24.0,LOSS
Brice Sensabaugh,PR,16.5,UNDER,14.068,-2.4320000000000004,7.0,WIN
Brook Lopez,PR,8.5,UNDER,6.051,-2.449,13.0,LOSS
Ivica Zubac,REB,11.0,UNDER,8.547,-2.4529999999999994,11.0,PUSH
Naji Marshall,REB,5.5,UNDER,3.011,-2.489,4.0,WIN
Jaylon Tyson,PRA,17.5,UNDER,15.004,-2.4960000000000004,17.0,WIN
Andrew Nembhard,TO,2.5,UNDER,0.0,-2.5,0.0,WIN
Brandon Ingram,TO,2.5,UNDER,0.0,-2.5,0.0,WIN
Scottie Barnes,TO,2.5,UNDER,0.0,-2.5,0.0,WIN
Tyrese Maxey,TO,2.5,UNDER,0.0,-2.5,0.0,WIN
Brandon Miller,TO,2.5,UNDER,0.0,-2.5,0.0,WIN
Brook Lopez,PRA,9.5,UNDER,6.984,-2.516,14.0,LOSS
Donovan Mitchell,PR,33.5,UNDER,30.981,-2.5189999999999984,24.0,WIN
Klay Thompson,PR,16.5,UNDER,13.977,-2.5229999999999997,20.0,LOSS
Klay Thompson,PTS,13.5,UNDER,10.965,-2.535,18.0,LOSS
Cam Thomas,PA,17.5,UNDER,14.917,-2.583,0.0,WIN
Aaron Nesmith,PR,22.5,UNDER,19.86,-2.640000000000001,11.0,WIN
LeBron James,PRA,36.5,UNDER,33.842,-2.6580000000000013,29.0,WIN
LaMelo Ball,PA,26.5,UNDER,23.835,-2.664999999999999,30.0,LOSS
Naji Marshall,RA,8.5,UNDER,5.813,-2.6870000000000003,13.0,LOSS
Evan Mobley,REB,8.5,UNDER,5.775,-2.7249999999999996,9.0,LOSS
Zach LaVine,PTS,19.5,UNDER,16.704,-2.7959999999999994,19.0,WIN
Ivica Zubac,RA,13.5,UNDER,10.602,-2.8979999999999997,13.0,WIN
Donovan Mitchell,PRA,39.5,UNDER,36.586,-2.9140000000000015,26.0,WIN
LaMelo Ball,RA,11.5,UNDER,8.529,-2.971,14.0,LOSS
LeBron James,PA,30.5,UNDER,27.479,-3.021000000000001,25.0,WIN
Donovan Mitchell,PTS,29.5,UNDER,26.477,-3.0229999999999997,21.0,WIN
Evan Mobley,RA,12.5,UNDER,9.416,-3.0839999999999996,17.0,LOSS
LaMelo Ball,AST,7.5,UNDER,4.398,-3.1020000000000003,5.0,WIN
Deandre Ayton,PTS,13.5,UNDER,10.378,-3.122,13.0,WIN
James Harden,PR,30.5,UNDER,27.333,-3.1670000000000016,36.0,LOSS
Ryan Nembhard,AST,6.5,UNDER,3.288,-3.212,8.0,LOSS
Zach LaVine,PA,22.5,UNDER,19.165,-3.335000000000001,20.0,WIN
Donovan Mitchell,PA,35.5,UNDER,32.082,-3.4179999999999993,23.0,WIN
Maxime Raynaud,PA,13.5,UNDER,10.038,-3.4619999999999997,12.0,WIN
LaMelo Ball,TO,3.5,UNDER,0.0,-3.5,0.0,WIN
LaMelo Ball,PRA,31.5,UNDER,27.966,-3.533999999999999,39.0,LOSS
Ivica Zubac,PA,17.5,UNDER,13.96,-3.539999999999999,11.0,WIN
Ryan Nembhard,RA,9.5,UNDER,5.935,-3.5650000000000004,9.0,WIN
Ivica Zubac,PTS,15.5,UNDER,11.906,-3.5939999999999994,9.0,WIN
De'Andre Hunter,PRA,17.5,UNDER,13.86,-3.640000000000001,5.0,WIN
De'Andre Hunter,PA,13.5,UNDER,9.843,-3.657,5.0,WIN
De'Andre Hunter,PR,15.5,UNDER,11.78,-3.7200000000000006,2.0,WIN
De'Andre Hunter,PTS,11.5,UNDER,7.764,-3.736,2.0,WIN
Maxime Raynaud,PTS,12.5,UNDER,8.7,-3.8000000000000007,11.0,WIN
James Harden,PRA,38.5,UNDER,34.555,-3.945,46.0,LOSS
Zach LaVine,PR,23.5,UNDER,19.375,-4.125,23.0,WIN
Malik Monk,PTS,12.5,UNDER,8.325,-4.175000000000001,26.0,LOSS
Ryan Nembhard,PA,17.5,UNDER,13.042,-4.458,17.0,WIN
Evan Mobley,PR,28.5,UNDER,24.03,-4.469999999999999,24.0,WIN
Zach LaVine,PRA,26.5,UNDER,21.836,-4.6640000000000015,24.0,WIN
Cooper Flagg,PA,27.5,UNDER,22.735,-4.765000000000001,32.0,LOSS
Naji Marshall,PTS,15.5,UNDER,10.708,-4.792,22.0,LOSS
Ryan Nembhard,PRA,20.5,UNDER,15.69,-4.8100000000000005,18.0,WIN
Evan Mobley,PRA,32.5,UNDER,27.672,-4.827999999999999,32.0,WIN
Maxime Raynaud,PRA,21.5,UNDER,16.577,-4.922999999999998,16.0,WIN
Cooper Flagg,PTS,22.5,UNDER,17.523,-4.977,27.0,LOSS
Ivica Zubac,PR,25.5,UNDER,20.453,-5.047000000000001,20.0,WIN
Malik Monk,PR,16.5,UNDER,11.425,-5.074999999999999,27.0,LOSS
Maxime Raynaud,PR,20.5,UNDER,15.239,-5.260999999999999,15.0,WIN
Deandre Ayton,PR,22.5,UNDER,17.198,-5.302,26.0,LOSS
Payton Pritchard,PTS,22.5,UNDER,17.179,-5.3210000000000015,23.0,LOSS
Deandre Ayton,PRA,23.5,UNDER,18.053,-5.446999999999999,27.0,LOSS
Derrick White,PR,29.5,UNDER,23.985,-5.515000000000001,22.0,WIN
Naji Marshall,PA,19.5,UNDER,13.511,-5.989000000000001,31.0,LOSS
Payton Pritchard,PR,28.5,UNDER,22.186,-6.314,27.0,WIN
Malik Monk,PRA,19.5,UNDER,13.074,-6.426,35.0,LOSS
Derrick White,PTS,24.5,UNDER,17.983,-6.5169999999999995,18.0,WIN
Malik Monk,PA,16.5,UNDER,9.973,-6.526999999999999,34.0,LOSS
Kon Knueppel,PTS,18.5,UNDER,11.845,-6.654999999999999,18.0,WIN
Kon Knueppel,PR,22.5,UNDER,15.672,-6.827999999999999,23.0,LOSS
Derrick White,PRA,35.5,UNDER,28.645,-6.855,27.0,WIN
Cooper Flagg,PRA,35.5,UNDER,28.429,-7.0710000000000015,37.0,LOSS
Payton Pritchard,PA,29.5,UNDER,22.313,-7.187000000000001,31.0,LOSS
Cooper Flagg,PR,30.5,UNDER,23.217,-7.283000000000001,32.0,LOSS
Kon Knueppel,PA,21.5,UNDER,14.153,-7.347,22.0,LOSS
