player,prop,book_line,model_prediction,edge,direction,source,prop_type,run_date,run_timestamp
Spencer Jones,PRA,14.5,14.793,0.2929999999999992,OVER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Draymond Green,PTS,8.5,8.781,0.2810000000000006,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Caleb Love,PR,21.0,21.266,0.2659999999999982,OVER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jalen Pickett,RA,9.0,9.265,0.2650000000000005,OVER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Davion Mitchell,PA,14.5,14.745,0.2449999999999992,OVER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Al Horford,AST,1.5,1.741,0.2410000000000001,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Rayan Rupert,STL,0.5,0.733,0.2329999999999999,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Grayson Allen,RA,6.0,6.227,0.2270000000000003,OVER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Luke Kornet,AST,1.5,1.72,0.2199999999999999,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Cason Wallace,PTS,7.5,7.712,0.2119999999999997,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Tyler Herro,RA,8.0,8.204,0.2040000000000006,OVER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Harrison Barnes,PR,13.5,13.695,0.1950000000000002,OVER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Brandin Podziemski,REB,3.5,3.652,0.1520000000000001,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Dillon Brooks,PTS,19.5,19.643,0.1430000000000006,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Reed Sheppard,REB,2.5,2.631,0.1309999999999997,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Derik Queen,TO,2.5,2.616,0.1160000000000001,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Kel'el Ware,PTS,7.5,7.604,0.104,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Steven Adams,AST,1.5,1.6,0.1,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Stephon Castle,PTS,15.5,15.595,0.0950000000000006,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Reed Sheppard,PTS,11.5,11.592,0.0920000000000005,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Matas Buzelis,REB,5.5,5.59,0.0899999999999998,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Shai Gilgeous-Alexander,AST,6.0,6.072,0.072,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Al Horford,STL,0.5,0.565,0.0649999999999999,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Stephon Castle,REB,4.5,4.558,0.0579999999999998,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
De'Aaron Fox,PRA,27.5,27.557,0.0569999999999986,OVER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Sidy Cissoko,PTS,8.5,8.529,0.0289999999999999,OVER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Jimmy Butler,PR,26.5,26.526,0.0259999999999998,OVER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
LeBron James,PA,31.5,31.501,0.0010000000000012,OVER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Alperen Sengun,TO,2.5,2.49,-0.0099999999999997,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Norman Powell,RA,5.5,5.483,-0.0170000000000003,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Shaedon Sharpe,RA,8.0,7.981,-0.0190000000000001,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Davion Mitchell,RA,9.0,8.972,-0.0280000000000004,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Steven Adams,PR,14.5,14.451,-0.0489999999999994,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Royce O'Neale,PA,12.5,12.421,-0.0790000000000006,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jordan Goodwin,REB,4.5,4.413,-0.0869999999999997,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
De'Anthony Melton,PA,13.5,13.362,-0.1379999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Reed Sheppard,PRA,17.5,17.355,-0.1449999999999995,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jordan Goodwin,RA,7.0,6.842,-0.1580000000000003,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Ryan Rollins,PR,19.5,19.339,-0.1610000000000013,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Rui Hachimura,PRA,14.5,14.333,-0.1669999999999998,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jake LaRavia,REB,5.0,4.826,-0.1740000000000003,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Zion Williamson,AST,4.0,3.805,-0.1949999999999998,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Jalen Johnson,REB,9.5,9.301,-0.1989999999999998,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Jalen Johnson,TO,3.5,3.296,-0.2040000000000001,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Shai Gilgeous-Alexander,RA,11.0,10.788,-0.2119999999999997,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Tre Jones,AST,6.5,6.256,-0.2439999999999997,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Jalen Pickett,PRA,20.5,20.246,-0.2540000000000013,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Keldon Johnson,PRA,19.5,19.242,-0.2579999999999991,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Bryce McGowens,AST,1.5,1.237,-0.2629999999999999,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Reed Sheppard,PR,14.5,14.222,-0.2780000000000004,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Stephen Curry,REB,4.0,3.721,-0.2789999999999999,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Shai Gilgeous-Alexander,REB,5.0,4.716,-0.2839999999999998,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Royce O'Neale,AST,2.5,2.213,-0.2869999999999999,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Myles Turner,RA,6.0,5.707,-0.2930000000000001,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Keldon Johnson,REB,6.0,5.704,-0.2960000000000002,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Jalen Williams,PA,23.5,23.184,-0.3159999999999989,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Donovan Clingan,PA,14.5,14.173,-0.3269999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Brandin Podziemski,RA,6.5,6.165,-0.3349999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Spencer Jones,PR,13.5,13.154,-0.3460000000000001,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Stephon Castle,PR,20.5,20.152,-0.347999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jimmy Butler,STL,1.5,1.146,-0.3540000000000001,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Devin Booker,AST,7.0,6.624,-0.3760000000000003,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Jalen Williams,PTS,17.5,17.112,-0.3880000000000017,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Shaedon Sharpe,REB,4.5,4.111,-0.3890000000000002,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Sidy Cissoko,PA,10.5,10.1,-0.4000000000000003,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Marcus Smart,AST,4.0,3.586,-0.4140000000000001,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Andrew Wiggins,REB,4.5,4.074,-0.4260000000000001,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Stephon Castle,TO,3.5,3.069,-0.431,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Cason Wallace,STL,1.5,1.067,-0.433,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
De'Aaron Fox,AST,5.0,4.559,-0.4409999999999998,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Steven Adams,PRA,16.5,16.051,-0.4490000000000016,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Stephen Curry,PTS,27.5,27.048,-0.4520000000000017,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Davion Mitchell,AST,6.5,6.019,-0.4809999999999998,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Ryan Rollins,PTS,14.5,14.003,-0.4969999999999999,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Bam Adebayo,RA,12.5,12.0,-0.5,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jalen Smith,PTS,10.0,9.497,-0.5030000000000001,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Rui Hachimura,PTS,9.5,8.99,-0.5099999999999998,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Alex Caruso,PR,9.5,8.925,-0.5749999999999993,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Dylan Harper,RA,5.5,4.876,-0.6239999999999997,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jalen Smith,PA,11.5,10.874,-0.6259999999999994,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Amen Thompson,AST,5.0,4.373,-0.6269999999999998,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Jimmy Butler,PRA,31.5,30.858,-0.6419999999999995,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
De'Anthony Melton,STL,1.5,0.855,-0.645,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Jimmy Butler,AST,5.0,4.331,-0.6689999999999996,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Rayan Rupert,PR,8.5,7.82,-0.6799999999999997,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Andrew Wiggins,RA,7.0,6.29,-0.71,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Collin Gillespie,RA,8.5,7.769,-0.7309999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Stephen Curry,PR,31.5,30.769,-0.7310000000000016,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Moses Moody,PTS,8.0,7.23,-0.7699999999999996,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
De'Aaron Fox,PA,23.5,22.728,-0.7719999999999985,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Steven Adams,REB,8.5,7.728,-0.7720000000000002,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Reed Sheppard,PA,15.5,14.724,-0.7759999999999998,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Myles Turner,PA,12.0,11.205,-0.7949999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Myles Turner,REB,5.0,4.204,-0.7960000000000003,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Myles Turner,PTS,10.5,9.702,-0.798,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Mike Conley,REB,2.5,1.69,-0.81,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Kel'el Ware,REB,7.5,6.661,-0.8390000000000004,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Rui Hachimura,PR,13.5,12.653,-0.8469999999999995,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Draymond Green,RA,12.0,11.137,-0.8629999999999995,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Caleb Love,PA,20.5,19.633,-0.8670000000000009,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Spencer Jones,REB,4.5,3.623,-0.8769999999999998,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Andrew Wiggins,PA,16.5,15.596,-0.904,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Rayan Rupert,PRA,10.5,9.582,-0.9179999999999992,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Keldon Johnson,PR,18.5,17.548,-0.9520000000000016,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Bam Adebayo,REB,10.0,9.016,-0.984,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Moses Moody,PA,9.5,8.51,-0.9900000000000002,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Alex Caruso,PRA,11.5,10.479,-1.0210000000000008,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Donovan Clingan,RA,14.5,13.477,-1.0229999999999997,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Andrew Wiggins,PR,18.5,17.454,-1.0459999999999994,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jalen Williams,RA,11.0,9.952,-1.048,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Grayson Allen,PA,15.5,14.452,-1.048,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Andrew Wiggins,PTS,14.5,13.38,-1.1199999999999992,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Donte DiVincenzo,AST,4.5,3.376,-1.124,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Keldon Johnson,PTS,13.0,11.844,-1.1560000000000006,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Tyler Herro,PR,24.5,23.332,-1.1679999999999993,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Grayson Allen,PR,15.5,14.326,-1.1739999999999997,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Ryan Rollins,RA,10.0,8.821,-1.1790000000000005,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Chet Holmgren,PRA,27.5,26.294,-1.2059999999999995,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Derik Queen,PRA,25.5,24.282,-1.218,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Oso Ighodaro,REB,5.0,3.77,-1.23,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Kel'el Ware,PR,15.5,14.266,-1.234,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jalen Pickett,AST,5.0,3.754,-1.246,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Alex Caruso,PTS,7.5,6.232,-1.2679999999999998,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Collin Gillespie,PR,16.5,15.222,-1.2780000000000005,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jarred Vanderbilt,PRA,16.0,14.693,-1.3070000000000004,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Devin Booker,RA,11.0,9.686,-1.314,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Collin Gillespie,AST,4.5,3.181,-1.319,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Jake LaRavia,RA,8.0,6.679,-1.3209999999999995,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Moses Moody,PRA,12.5,11.173,-1.327,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Stephon Castle,RA,10.5,9.111,-1.3889999999999991,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Draymond Green,REB,6.0,4.583,-1.4169999999999998,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Jarred Vanderbilt,PR,14.0,12.572,-1.4280000000000008,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jalen Williams,PRA,28.5,27.064,-1.436,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Stephon Castle,AST,6.0,4.554,-1.4459999999999995,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Tre Jones,PR,14.5,13.027,-1.4730000000000008,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Grayson Allen,PRA,19.0,17.503,-1.497,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Ryan Rollins,AST,5.0,3.485,-1.515,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Zion Williamson,REB,6.0,4.447,-1.553,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Donovan Clingan,REB,12.5,10.931,-1.5690000000000008,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Draymond Green,PRA,21.5,19.918,-1.5820000000000007,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jordan Poole,PR,14.5,12.916,-1.5839999999999996,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Myles Turner,PR,15.5,13.906,-1.5939999999999994,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Moses Moody,PR,11.5,9.894,-1.606,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Toumani Camara,RA,8.5,6.875,-1.625,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Brandin Podziemski,PTS,8.5,6.842,-1.6580000000000004,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Aaron Gordon,REB,7.0,5.336,-1.6639999999999997,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Ryan Rollins,PRA,24.5,22.823,-1.6769999999999996,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jake LaRavia,PTS,13.5,11.819,-1.6809999999999992,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Grayson Allen,PTS,13.0,11.276,-1.7240000000000002,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Jimmy Butler,RA,11.0,9.276,-1.7240000000000002,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Zion Williamson,RA,10.0,8.252,-1.747999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jalen Pickett,PA,16.5,14.735,-1.7650000000000006,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jordan Poole,PRA,17.5,15.731,-1.769,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Stephon Castle,PRA,26.5,24.706,-1.7940000000000005,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Mike Conley,PTS,7.5,5.699,-1.8010000000000002,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Jaden McDaniels,REB,5.5,3.692,-1.808,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Jalen Johnson,AST,8.0,6.174,-1.8259999999999996,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Andrew Wiggins,PRA,21.5,19.67,-1.8299999999999983,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Stephon Castle,PA,22.0,20.148,-1.8520000000000003,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jake LaRavia,PR,18.5,16.645,-1.8550000000000004,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Collin Gillespie,PTS,12.5,10.634,-1.8659999999999997,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Donovan Clingan,PR,24.5,22.559,-1.940999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Marcus Smart,PR,15.5,13.504,-1.9960000000000004,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Chet Holmgren,PA,18.5,16.502,-1.998000000000001,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Chet Holmgren,PTS,16.5,14.501,-1.9990000000000008,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Tyler Herro,PTS,20.0,17.996,-2.0040000000000013,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Brandin Podziemski,PR,12.5,10.494,-2.006,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Mark Williams,REB,9.0,6.992,-2.008,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Toumani Camara,PTS,14.5,12.49,-2.01,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Ryan Rollins,PA,19.5,17.487,-2.0130000000000017,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Onyeka Okongwu,PR,24.5,22.479,-2.021000000000001,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jalen Johnson,RA,17.5,15.476,-2.023999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Tre Jones,PA,17.5,15.475,-2.0250000000000004,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Derik Queen,PA,17.5,15.45,-2.0500000000000007,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Naz Reid,REB,8.5,6.44,-2.0599999999999996,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Jordan Poole,PTS,12.5,10.426,-2.074,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Myles Turner,PRA,17.5,15.409,-2.0909999999999993,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Alperen Sengun,AST,6.0,3.9,-2.1,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Derik Queen,PR,20.5,18.394,-2.1060000000000016,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jarred Vanderbilt,RA,9.0,6.864,-2.136,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Draymond Green,PR,15.5,13.363,-2.1370000000000005,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Brandin Podziemski,PA,11.5,9.355,-2.1449999999999996,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jalen Johnson,PTS,23.5,21.343,-2.157,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Onyeka Okongwu,PRA,28.5,26.339,-2.161000000000002,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jamal Murray,PA,36.0,33.813,-2.1869999999999976,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jaden McDaniels,RA,8.0,5.811,-2.189,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Chet Holmgren,PR,26.5,24.292,-2.2079999999999984,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Tre Jones,PRA,21.5,19.283,-2.2169999999999987,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jarred Vanderbilt,REB,7.0,4.743,-2.2569999999999997,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Donte DiVincenzo,PTS,16.5,14.237,-2.263,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Mark Williams,RA,10.5,8.234,-2.266,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Tre Jones,PTS,11.5,9.219,-2.2810000000000006,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Deandre Ayton,REB,9.0,6.705,-2.295,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Tyler Herro,PRA,28.5,26.201,-2.2989999999999995,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jalen Johnson,PR,33.0,30.645,-2.3550000000000004,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Deandre Ayton,RA,10.5,8.111,-2.3889999999999993,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Donovan Clingan,PRA,27.5,25.104,-2.396000000000001,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Marcus Smart,PRA,19.5,17.09,-2.41,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Brandin Podziemski,PRA,15.5,13.007,-2.4930000000000003,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jalen Williams,PR,23.5,20.992,-2.507999999999999,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jamal Murray,PRA,41.0,38.437,-2.5630000000000024,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Tyler Herro,PA,23.5,20.865,-2.6350000000000016,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jamal Murray,PTS,26.0,23.325,-2.6750000000000007,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Collin Gillespie,PA,16.5,13.815,-2.6850000000000005,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Toumani Camara,PA,17.5,14.809,-2.6910000000000007,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Giannis Antetokounmpo,REB,11.0,8.28,-2.7200000000000006,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Onyeka Okongwu,PTS,16.5,13.751,-2.749000000000001,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Jordan Poole,PA,16.0,13.241,-2.7590000000000003,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Julius Randle,RA,14.0,11.232,-2.7680000000000007,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Aaron Gordon,RA,10.5,7.673,-2.827,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Jake LaRavia,PA,16.5,13.671,-2.8290000000000006,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Devin Booker,PTS,25.5,22.634,-2.8659999999999997,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Donte DiVincenzo,PA,20.5,17.613,-2.8870000000000005,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Onyeka Okongwu,PA,20.5,17.611,-2.8889999999999993,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Derik Queen,PTS,12.5,9.562,-2.9380000000000006,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
Zion Williamson,PA,27.0,24.058,-2.942,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Donte DiVincenzo,RA,10.0,7.054,-2.9459999999999997,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Toumani Camara,PR,20.0,17.047,-2.9529999999999994,UNDER,PrizePicks,combo,2026-01-13,2026-01-13 17:26:51
Bam Adebayo,PTS,14.5,11.514,-2.9860000000000007,UNDER,PrizePicks,standard,2026-01-13,2026-01-13 17:26:51
