player,prop,book_line,model_prediction,edge,direction,source,prop_type,run_date,run_timestamp
Jarred Vanderbilt,PA,6.5,9.115,2.615,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Sam Merrill,PRA,16.5,19.05,2.5500000000000007,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Terance Mann,PTS,6.5,9.013,2.513,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Jaxson Hayes,PR,10.5,13.002,2.5020000000000007,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Johnny Furphy,PA,7.5,9.869,2.369,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Danny Wolf,PR,11.5,13.816,2.3160000000000007,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Lauri Markkanen,PA,28.5,30.731,2.2310000000000016,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Ryan Kalkbrenner,PA,7.5,9.722,2.2219999999999995,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Terance Mann,PR,9.5,11.678,2.178000000000001,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Darius Garland,PR,20.5,22.605,2.1050000000000004,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Ryan Kalkbrenner,PR,12.5,14.594,2.0939999999999994,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
DeMar DeRozan,PA,23.5,25.589,2.088999999999998,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Lauri Markkanen,PR,33.5,35.578,2.078000000000003,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Sam Merrill,PA,14.5,16.566,2.065999999999999,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Jarred Vanderbilt,PTS,5.5,7.456,1.9560000000000004,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Ryan Kalkbrenner,PTS,6.5,8.423,1.923,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Danny Wolf,RA,5.5,7.369,1.869,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Sandro Mamukelashvili,PRA,15.5,17.356,1.8560000000000016,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
DeMar DeRozan,PRA,27.5,29.3,1.8000000000000007,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
John Collins,PTS,15.5,17.249,1.7489999999999988,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
John Collins,PRA,22.5,24.245,1.745000000000001,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Andrew Nembhard,PRA,27.5,29.207,1.7070000000000007,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brandon Miller,RA,7.0,8.699,1.6989999999999998,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Gabe Vincent,PTS,3.5,5.185,1.6849999999999996,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Day'Ron Sharpe,RA,8.5,10.14,1.6400000000000006,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Danny Wolf,PTS,6.5,8.138,1.638,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
VJ Edgecombe,PRA,24.5,26.127,1.626999999999999,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
DeMar DeRozan,PTS,19.5,21.03,1.5300000000000011,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Andrew Nembhard,PR,20.5,22.024,1.524000000000001,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Max Christie,PA,15.5,16.97,1.4699999999999989,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Max Christie,PTS,13.5,14.964,1.4640000000000004,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Jarrett Allen,RA,11.5,12.916,1.4160000000000004,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Precious Achiuwa,RA,6.5,7.904,1.404,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Andrew Nembhard,PA,24.5,25.903,1.4029999999999987,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Day'Ron Sharpe,REB,6.5,7.894,1.394,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Brandon Miller,REB,4.0,5.38,1.38,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
VJ Edgecombe,PTS,14.5,15.858,1.3580000000000003,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Jay Huff,PR,12.5,13.855,1.3550000000000004,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Paul George,RA,8.5,9.811,1.311,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Rui Hachimura,PR,10.5,11.793,1.2929999999999993,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Sandro Mamukelashvili,PR,14.5,15.785,1.285,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
VJ Edgecombe,PA,19.5,20.776,1.2759999999999998,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
DeMar DeRozan,PR,23.5,24.741,1.2409999999999997,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Andrew Nembhard,PTS,17.5,18.72,1.2199999999999989,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Johnny Furphy,PRA,13.5,14.659,1.1590000000000007,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
VJ Edgecombe,STL,1.5,2.652,1.152,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Miles Bridges,PR,25.5,26.639,1.1389999999999991,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Jarrett Allen,PRA,24.5,25.611,1.1110000000000009,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Jarred Vanderbilt,PR,10.5,11.599,1.0990000000000002,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Darius Garland,PTS,18.5,19.593,1.093,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Kris Dunn,PTS,7.5,8.537,1.0370000000000008,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Sandro Mamukelashvili,REB,5.5,6.504,1.0039999999999996,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Derrick White,REB,5.0,6.003,1.003,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Rui Hachimura,REB,2.5,3.483,0.983,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Aaron Nesmith,RA,7.5,8.474,0.9740000000000002,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Russell Westbrook,PR,21.5,22.453,0.9529999999999994,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
LaMelo Ball,PTS,18.5,19.437,0.9370000000000012,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Kris Dunn,PA,12.5,13.398,0.8979999999999997,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Russell Westbrook,PTS,15.5,16.334,0.8339999999999996,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
John Collins,PR,21.5,22.333,0.8329999999999984,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Max Christie,PRA,19.5,20.315,0.8150000000000013,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Rui Hachimura,PTS,7.5,8.31,0.8100000000000005,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Max Christie,PR,17.5,18.308,0.8079999999999998,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Daniel Gafford,RA,8.5,9.307,0.8070000000000004,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Sandro Mamukelashvili,PTS,8.5,9.281,0.7810000000000006,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
DeMar DeRozan,RA,7.5,8.27,0.7699999999999996,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
VJ Edgecombe,RA,9.5,10.269,0.7690000000000001,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Jay Huff,PTS,8.5,9.253,0.7530000000000001,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
VJ Edgecombe,PR,20.5,21.208,0.7079999999999984,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Jay Huff,PRA,14.5,15.199,0.6989999999999998,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brice Sensabaugh,RA,5.5,6.184,0.6840000000000002,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Ryan Kalkbrenner,REB,5.5,6.172,0.6719999999999997,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Jay Huff,REB,4.0,4.602,0.6020000000000003,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Paul George,PR,19.5,20.099,0.5990000000000002,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Lauri Markkanen,PTS,26.5,27.07,0.5700000000000003,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Paul George,PA,17.5,18.046,0.5459999999999994,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Darius Garland,PRA,28.5,29.043,0.5429999999999993,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Joel Embiid,STL,0.5,1.035,0.5349999999999999,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Darius Garland,PA,25.5,26.031,0.5309999999999988,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
RJ Barrett,PTS,18.5,19.004,0.5040000000000013,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Miles Bridges,RA,10.0,10.497,0.4969999999999999,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Ryan Nembhard,STL,0.5,0.987,0.487,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Jarrett Allen,PR,22.5,22.982,0.4819999999999993,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
RJ Barrett,STL,0.5,0.98,0.48,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Paul George,PRA,23.5,23.978,0.4780000000000015,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Noah Clowney,AST,1.5,1.969,0.4690000000000001,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Collin Sexton,STL,0.5,0.961,0.4609999999999999,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Jay Huff,RA,5.5,5.947,0.447,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Johnny Furphy,PR,12.5,12.931,0.4309999999999991,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Ivica Zubac,STL,0.5,0.929,0.429,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Aaron Nesmith,STL,0.5,0.917,0.417,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Joel Embiid,PA,28.5,28.904,0.4039999999999999,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Klay Thompson,STL,0.5,0.879,0.379,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Sandro Mamukelashvili,PA,10.5,10.852,0.3520000000000003,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Sandro Mamukelashvili,STL,0.5,0.845,0.345,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Kris Dunn,PRA,15.5,15.842,0.3420000000000005,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Klay Thompson,RA,4.5,4.822,0.322,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Miles Bridges,STL,0.5,0.706,0.2059999999999999,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Miles Bridges,PRA,29.5,29.69,0.1900000000000012,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Johnny Furphy,STL,0.5,0.67,0.17,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Pascal Siakam,RA,10.5,10.657,0.157,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Scottie Barnes,PA,23.5,23.655,0.1550000000000011,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Sam Hauser,AST,1.5,1.653,0.153,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Ryan Kalkbrenner,STL,0.5,0.651,0.151,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Dominick Barlow,STL,0.5,0.615,0.1149999999999999,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Jay Huff,PA,10.5,10.597,0.0969999999999995,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
LaMelo Ball,PR,23.5,23.568,0.0680000000000013,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Joel Embiid,RA,12.5,12.559,0.0589999999999992,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brandon Ingram,STL,0.5,0.541,0.041,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Kawhi Leonard,RA,9.5,9.533,0.0329999999999994,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Johnny Furphy,RA,6.5,6.518,0.0179999999999997,OVER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Payton Pritchard,REB,5.0,5.007,0.0069999999999996,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Nicolas Batum,PTS,5.5,5.502,0.0019999999999997,OVER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Scottie Barnes,PTS,18.5,18.49,-0.0100000000000015,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Sam Merrill,REB,2.5,2.484,-0.016,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Quentin Grimes,PTS,10.5,10.467,-0.0329999999999994,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Darius Garland,RA,9.5,9.45,-0.0500000000000007,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Kris Dunn,STL,1.5,1.44,-0.06,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Terance Mann,RA,6.5,6.392,-0.1079999999999996,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Jaylon Tyson,PTS,9.5,9.388,-0.1120000000000001,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Noah Clowney,REB,4.5,4.366,-0.1340000000000003,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Jay Huff,AST,1.5,1.345,-0.155,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Pascal Siakam,AST,3.5,3.338,-0.1619999999999999,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Jarrett Allen,PA,15.5,15.323,-0.1769999999999996,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Anfernee Simons,REB,2.5,2.315,-0.185,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Quentin Grimes,PR,14.5,14.296,-0.2040000000000006,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Aaron Nesmith,REB,5.5,5.274,-0.2259999999999999,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Neemias Queta,PTS,10.5,10.235,-0.2650000000000005,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
James Harden,AST,7.5,7.222,-0.2779999999999996,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Miles Bridges,PTS,19.5,19.194,-0.3060000000000009,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Neemias Queta,RA,10.5,10.181,-0.3190000000000008,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Paul George,PTS,14.5,14.167,-0.3330000000000002,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Scottie Barnes,AST,5.5,5.165,-0.3349999999999999,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Donovan Mitchell,RA,10.5,10.11,-0.3900000000000005,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
DeMar DeRozan,STL,1.5,1.073,-0.427,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Russell Westbrook,PRA,28.5,28.072,-0.4280000000000008,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Cam Thomas,AST,2.5,2.048,-0.4519999999999999,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
RJ Barrett,PA,22.5,22.019,-0.4810000000000016,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
RJ Barrett,AST,3.5,3.014,-0.4860000000000002,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Brook Lopez,TO,0.5,0.0,-0.5,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Rui Hachimura,TO,0.5,0.0,-0.5,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Jaxson Hayes,TO,0.5,0.0,-0.5,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Ryan Kalkbrenner,TO,0.5,0.0,-0.5,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Collin Sexton,PRA,18.5,17.996,-0.5040000000000013,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Collin Sexton,PR,15.5,14.993,-0.5069999999999997,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Anfernee Simons,RA,5.5,4.987,-0.5129999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Kris Dunn,PR,11.5,10.982,-0.5180000000000007,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Russell Westbrook,PA,22.5,21.953,-0.5470000000000006,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Joel Embiid,PRA,37.5,36.934,-0.5660000000000025,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Neemias Queta,REB,9.5,8.898,-0.6020000000000003,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Max Christie,REB,4.0,3.345,-0.6549999999999998,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Brandon Ingram,REB,5.5,4.825,-0.6749999999999998,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Sam Hauser,PTS,10.5,9.82,-0.6799999999999997,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Noah Clowney,PR,17.5,16.809,-0.690999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Quentin Grimes,PA,13.5,12.809,-0.6910000000000007,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Jarred Vanderbilt,RA,6.5,5.802,-0.6980000000000004,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Aaron Nesmith,PA,18.5,17.785,-0.7149999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Noah Clowney,PRA,19.5,18.778,-0.7220000000000013,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brandon Miller,PR,22.5,21.701,-0.7989999999999995,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Jarrett Allen,PTS,13.5,12.695,-0.8049999999999997,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Jarred Vanderbilt,REB,5.0,4.143,-0.8570000000000002,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Quentin Grimes,PRA,17.5,16.637,-0.8629999999999995,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Scottie Barnes,PR,26.5,25.622,-0.8780000000000001,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Jaylon Tyson,RA,6.5,5.615,-0.8849999999999998,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
LeBron James,PTS,22.5,21.6,-0.8999999999999986,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Maxime Raynaud,REB,7.5,6.539,-0.9610000000000004,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Neemias Queta,PA,12.5,11.518,-0.9819999999999992,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Sam Hauser,PA,12.5,11.473,-1.0269999999999992,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Anfernee Simons,PTS,15.5,14.457,-1.0429999999999993,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Noah Clowney,PTS,13.5,12.444,-1.0559999999999992,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Immanuel Quickley,PA,24.5,23.415,-1.0850000000000009,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Noah Clowney,PA,15.5,14.413,-1.0869999999999995,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Immanuel Quickley,PTS,18.5,17.407,-1.093,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Ryan Nembhard,PR,13.5,12.402,-1.0980000000000008,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
LeBron James,AST,7.0,5.88,-1.12,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Collin Sexton,PA,16.5,15.378,-1.122,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Joel Embiid,PTS,25.5,24.375,-1.125,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
RJ Barrett,PRA,27.5,26.357,-1.143000000000001,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Max Christie,RA,6.5,5.351,-1.149,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
RJ Barrett,PR,24.5,23.343,-1.157,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
James Harden,PTS,24.5,23.301,-1.1990000000000016,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Scottie Barnes,RA,13.5,12.297,-1.2029999999999994,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Evan Mobley,PTS,19.5,18.256,-1.2439999999999998,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
James Harden,RA,12.5,11.255,-1.2449999999999992,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Miles Bridges,PA,23.5,22.245,-1.254999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
LeBron James,RA,13.5,12.243,-1.2569999999999997,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Pascal Siakam,PTS,24.5,23.228,-1.2719999999999985,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Neemias Queta,PR,20.5,19.132,-1.3679999999999986,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Anfernee Simons,PA,18.5,17.129,-1.3709999999999989,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Jaylon Tyson,PA,12.5,11.091,-1.4090000000000007,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Aaron Nesmith,PRA,24.5,23.059,-1.440999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Daniel Gafford,PR,18.5,17.026,-1.4740000000000002,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brandon Miller,PRA,26.5,25.02,-1.4800000000000004,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Noah Clowney,TO,1.5,0.0,-1.5,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
DeMar DeRozan,TO,1.5,0.0,-1.5,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Naji Marshall,TO,1.5,0.0,-1.5,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Collin Sexton,TO,1.5,0.0,-1.5,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
VJ Edgecombe,TO,1.5,0.0,-1.5,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
LeBron James,PR,29.5,27.963,-1.536999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
