player,prop,book_line,model_prediction,edge,direction,source,prop_type,run_date,run_timestamp
Cooper Flagg,RA,12.5,10.906,-1.5939999999999994,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Evan Mobley,PA,23.5,21.897,-1.6030000000000015,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Sam Hauser,PR,14.5,12.891,-1.609,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Pascal Siakam,PRA,35.5,33.884,-1.6159999999999997,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Maxime Raynaud,RA,9.5,7.876,-1.6239999999999997,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Cam Thomas,PTS,14.5,12.87,-1.6300000000000008,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Klay Thompson,PRA,17.5,15.787,-1.7129999999999992,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Scottie Barnes,PRA,32.5,30.787,-1.713000000000001,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Klay Thompson,PA,14.5,12.776,-1.7240000000000002,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Anfernee Simons,PR,18.5,16.772,-1.7280000000000015,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Russell Westbrook,RA,13.5,11.739,-1.7609999999999992,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Daniel Gafford,PA,11.5,9.724,-1.7759999999999998,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Daniel Gafford,PTS,10.5,8.721,-1.779,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Marcus Smart,PTS,9.5,7.672,-1.8280000000000003,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Payton Pritchard,RA,12.0,10.142,-1.8580000000000003,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brandon Miller,PA,21.5,19.64,-1.8599999999999992,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Kon Knueppel,RA,8.0,6.136,-1.864,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brice Sensabaugh,PA,14.5,12.586,-1.9139999999999997,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Aaron Nesmith,PTS,16.5,14.585,-1.9149999999999991,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Pascal Siakam,PA,28.5,26.565,-1.9349999999999987,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brook Lopez,PTS,5.5,3.564,-1.936,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Pascal Siakam,PR,32.5,30.546,-1.9540000000000008,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Sam Hauser,PRA,16.5,14.544,-1.9559999999999995,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
James Harden,PA,32.5,30.523,-1.9770000000000003,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Keyonte George,RA,10.5,8.518,-1.981999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brook Lopez,PA,6.5,4.497,-2.003,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Marcus Smart,PA,12.5,10.494,-2.006,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Marcus Smart,PR,13.5,11.485,-2.015000000000001,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Cam Thomas,PRA,19.5,17.456,-2.0440000000000005,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Anfernee Simons,PRA,21.5,19.444,-2.056000000000001,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brice Sensabaugh,PRA,18.5,16.419,-2.0809999999999995,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Neemias Queta,PRA,22.5,20.416,-2.0839999999999996,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Cam Thomas,PR,17.5,15.408,-2.0920000000000005,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Joel Embiid,PR,34.5,32.405,-2.094999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brandon Miller,PTS,18.5,16.321,-2.1789999999999985,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Marcus Smart,PRA,16.5,14.308,-2.192,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brandon Ingram,RA,8.5,6.303,-2.197,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brice Sensabaugh,PTS,12.5,10.235,-2.265000000000001,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Immanuel Quickley,PRA,28.5,26.197,-2.303000000000001,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Immanuel Quickley,PR,22.5,20.189,-2.311,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brice Sensabaugh,PR,16.5,14.068,-2.4320000000000004,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brook Lopez,PR,8.5,6.051,-2.449,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Ivica Zubac,REB,11.0,8.547,-2.4529999999999994,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Naji Marshall,REB,5.5,3.011,-2.489,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Jaylon Tyson,PRA,17.5,15.004,-2.4960000000000004,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Andrew Nembhard,TO,2.5,0.0,-2.5,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Brandon Ingram,TO,2.5,0.0,-2.5,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Scottie Barnes,TO,2.5,0.0,-2.5,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Tyrese Maxey,TO,2.5,0.0,-2.5,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Brandon Miller,TO,2.5,0.0,-2.5,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Brook Lopez,PRA,9.5,6.984,-2.516,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Donovan Mitchell,PR,33.5,30.981,-2.5189999999999984,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Klay Thompson,PR,16.5,13.977,-2.5229999999999997,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Klay Thompson,PTS,13.5,10.965,-2.535,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Cam Thomas,PA,17.5,14.917,-2.583,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Aaron Nesmith,PR,22.5,19.86,-2.640000000000001,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
LeBron James,PRA,36.5,33.842,-2.6580000000000013,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
LaMelo Ball,PA,26.5,23.835,-2.664999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Naji Marshall,RA,8.5,5.813,-2.6870000000000003,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Evan Mobley,REB,8.5,5.775,-2.7249999999999996,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Zach LaVine,PTS,19.5,16.704,-2.7959999999999994,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Ivica Zubac,RA,13.5,10.602,-2.8979999999999997,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Donovan Mitchell,PRA,39.5,36.586,-2.9140000000000015,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
LaMelo Ball,RA,11.5,8.529,-2.971,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
LeBron James,PA,30.5,27.479,-3.021000000000001,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Donovan Mitchell,PTS,29.5,26.477,-3.0229999999999997,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Evan Mobley,RA,12.5,9.416,-3.0839999999999996,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
LaMelo Ball,AST,7.5,4.398,-3.1020000000000003,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Deandre Ayton,PTS,13.5,10.378,-3.122,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
James Harden,PR,30.5,27.333,-3.1670000000000016,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Ryan Nembhard,AST,6.5,3.288,-3.212,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Zach LaVine,PA,22.5,19.165,-3.335000000000001,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Donovan Mitchell,PA,35.5,32.082,-3.4179999999999993,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Maxime Raynaud,PA,13.5,10.038,-3.4619999999999997,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
LaMelo Ball,TO,3.5,0.0,-3.5,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
LaMelo Ball,PRA,31.5,27.966,-3.533999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Ivica Zubac,PA,17.5,13.96,-3.539999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Ryan Nembhard,RA,9.5,5.935,-3.5650000000000004,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Ivica Zubac,PTS,15.5,11.906,-3.5939999999999994,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
De'Andre Hunter,PRA,17.5,13.86,-3.640000000000001,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
De'Andre Hunter,PA,13.5,9.843,-3.657,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
De'Andre Hunter,PR,15.5,11.78,-3.7200000000000006,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
De'Andre Hunter,PTS,11.5,7.764,-3.736,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Maxime Raynaud,PTS,12.5,8.7,-3.8000000000000007,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
James Harden,PRA,38.5,34.555,-3.945,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Zach LaVine,PR,23.5,19.375,-4.125,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Malik Monk,PTS,12.5,8.325,-4.175000000000001,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Ryan Nembhard,PA,17.5,13.042,-4.458,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Evan Mobley,PR,28.5,24.03,-4.469999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Zach LaVine,PRA,26.5,21.836,-4.6640000000000015,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Cooper Flagg,PA,27.5,22.735,-4.765000000000001,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Naji Marshall,PTS,15.5,10.708,-4.792,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Ryan Nembhard,PRA,20.5,15.69,-4.8100000000000005,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Evan Mobley,PRA,32.5,27.672,-4.827999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Maxime Raynaud,PRA,21.5,16.577,-4.922999999999998,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Cooper Flagg,PTS,22.5,17.523,-4.977,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Ivica Zubac,PR,25.5,20.453,-5.047000000000001,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Malik Monk,PR,16.5,11.425,-5.074999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Maxime Raynaud,PR,20.5,15.239,-5.260999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Deandre Ayton,PR,22.5,17.198,-5.302,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Payton Pritchard,PTS,22.5,17.179,-5.3210000000000015,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Deandre Ayton,PRA,23.5,18.053,-5.446999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Derrick White,PR,29.5,23.985,-5.515000000000001,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Naji Marshall,PA,19.5,13.511,-5.989000000000001,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Payton Pritchard,PR,28.5,22.186,-6.314,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Malik Monk,PRA,19.5,13.074,-6.426,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Derrick White,PTS,24.5,17.983,-6.5169999999999995,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Malik Monk,PA,16.5,9.973,-6.526999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Kon Knueppel,PTS,18.5,11.845,-6.654999999999999,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Kon Knueppel,PR,22.5,15.672,-6.827999999999999,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Derrick White,PRA,35.5,28.645,-6.855,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Cooper Flagg,PRA,35.5,28.429,-7.0710000000000015,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Payton Pritchard,PA,29.5,22.313,-7.187000000000001,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Cooper Flagg,PR,30.5,23.217,-7.283000000000001,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Kon Knueppel,PA,21.5,14.153,-7.347,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Naji Marshall,PR,21.5,13.719,-7.781000000000001,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Derrick White,PA,30.5,22.642,-7.858,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Naji Marshall,PRA,24.5,16.522,-7.9780000000000015,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brandon Ingram,PTS,20.5,12.401,-8.099,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Payton Pritchard,PRA,35.5,27.321,-8.178999999999998,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Keyonte George,PTS,22.5,14.108,-8.392,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Kon Knueppel,PRA,26.5,17.981,-8.518999999999998,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Kawhi Leonard,PA,29.5,20.494,-9.006,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Keyonte George,PR,26.5,17.488,-9.012,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brandon Ingram,PR,26.5,17.227,-9.273,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Kawhi Leonard,PR,32.5,23.164,-9.336,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Kawhi Leonard,PTS,26.5,17.062,-9.438,UNDER,PrizePicks,standard,2026-01-12,2026-01-12 03:29:42
Brandon Ingram,PA,23.5,13.88,-9.62,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Kawhi Leonard,PRA,36.5,26.595,-9.905,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Keyonte George,PA,29.5,19.246,-10.254,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Brandon Ingram,PRA,29.5,18.705,-10.795000000000002,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
Keyonte George,PRA,33.5,22.626,-10.874,UNDER,PrizePicks,combo,2026-01-12,2026-01-12 03:29:42
