game_date,player,prop,model_prediction,book_line,proj_min,edge,actual,stat_AST,stat_PA,stat_PR,stat_PRA,stat_PTS,stat_RA,stat_REB,stat_STL,stat_TO
2026-01-11,Jaylen Wells,PTS,11.549,12.0,0,-0.4510000000000005,2.0,False,False,False,False,True,False,False,False,False
2026-01-11,Joel Embiid,REB,8.044,8.5,0,-0.4559999999999995,0.0,False,False,False,False,False,False,True,False,False
2026-01-11,Bilal Coulibaly,AST,2.044,2.5,0,-0.4559999999999999,1.0,True,False,False,False,False,False,False,False,False
2026-01-11,Nickeil Alexander-Walker,PTS,18.471,19.0,0,-0.5289999999999999,24.0,False,False,False,False,True,False,False,False,False
2026-01-11,Russell Westbrook,PTS,13.956,14.5,0,-0.5440000000000005,15.0,False,False,False,False,True,False,False,False,False
2026-01-11,Donte DiVincenzo,PTS,12.955,13.5,0,-0.5449999999999999,19.0,False,False,False,False,True,False,False,False,False
2026-01-11,Stephen Curry,PTS,27.926,28.5,0,-0.5740000000000016,31.0,False,False,False,False,True,False,False,False,False
2026-01-11,Dylan Harper,PTS,8.922,9.5,0,-0.5779999999999994,0.0,False,False,False,False,True,False,False,False,False
2026-01-11,Collin Gillespie,PTS,11.387,12.0,0,-0.6129999999999995,2.0,False,False,False,False,True,False,False,False,False
2026-01-11,Kel'el Ware,PTS,9.859,10.5,0,-0.641,8.0,False,False,False,False,True,False,False,False,False
2026-01-11,Royce O'Neale,AST,1.857,2.5,0,-0.643,4.0,True,False,False,False,False,False,False,False,False
2026-01-11,Jock Landale,PTS,10.834,11.5,0,-0.6660000000000004,16.0,False,False,False,False,True,False,False,False,False
2026-01-11,Jalen Johnson,REB,9.331,10.0,0,-0.6690000000000005,11.0,False,False,False,False,False,False,True,False,False
2026-01-11,Bilal Coulibaly,PTS,10.782,11.5,0,-0.718,12.0,False,False,False,False,True,False,False,False,False
2026-01-11,VJ Edgecombe,PTS,14.781,15.5,0,-0.7189999999999994,17.0,False,False,False,False,True,False,False,False,False
2026-01-11,De'Aaron Fox,PTS,18.7,19.5,0,-0.8000000000000007,12.0,False,False,False,False,True,False,False,False,False
2026-01-11,Goga Bitadze,PTS,4.569,5.5,0,-0.931,14.0,False,False,False,False,True,False,False,False,False
2026-01-11,Quinten Post,PTS,6.539,7.5,0,-0.9610000000000004,8.0,False,False,False,False,True,False,False,False,False
2026-01-11,Mikal Bridges,PTS,13.517,14.5,0,-0.9830000000000004,18.0,False,False,False,False,True,False,False,False,False
2026-01-11,Devin Booker,REB,2.513,3.5,0,-0.987,3.0,False,False,False,False,False,False,True,False,False
2026-01-11,Grayson Allen,PTS,11.951,13.0,0,-1.0489999999999997,12.0,False,False,False,False,True,False,False,False,False
2026-01-11,Dillon Brooks,PTS,18.417,19.5,0,-1.0829999999999984,16.0,False,False,False,False,True,False,False,False,False
2026-01-11,Quinten Post,REB,2.415,3.5,0,-1.085,3.0,False,False,False,False,False,False,True,False,False
2026-01-11,Jalen Johnson,PTS,21.361,22.5,0,-1.1389999999999991,23.0,False,False,False,False,True,False,False,False,False
2026-01-11,Julius Randle,AST,4.361,5.5,0,-1.1390000000000002,4.0,True,False,False,False,False,False,False,False,False
2026-01-11,Scottie Barnes,AST,4.299,5.5,0,-1.2009999999999996,7.0,True,False,False,False,False,False,False,False,False
2026-01-11,Santi Aldama,PTS,13.273,14.5,0,-1.2270000000000003,15.0,False,False,False,False,True,False,False,False,False
2026-01-11,Stephon Castle,PTS,14.25,15.5,0,-1.25,11.0,False,False,False,False,True,False,False,False,False
2026-01-11,Jimmy Butler,REB,4.04,5.5,0,-1.46,7.0,False,False,False,False,False,False,True,False,False
2026-01-11,Collin Gillespie,AST,3.004,4.5,0,-1.496,5.0,True,False,False,False,False,False,False,False,False
2026-01-11,Justin Champagnie,REB,4.986,6.5,0,-1.5140000000000002,6.0,False,False,False,False,False,False,True,False,False
2026-01-11,Deni Avdija,PTS,25.909,27.5,0,-1.591000000000001,25.0,False,False,False,False,True,False,False,False,False
2026-01-11,Tyrese Maxey,AST,5.356,7.0,0,-1.644,5.0,True,False,False,False,False,False,False,False,False
2026-01-11,Jalen Brunson,AST,4.841,6.5,0,-1.6589999999999998,8.0,True,False,False,False,False,False,False,False,False
2026-01-11,Tyler Herro,PTS,17.791,19.5,0,-1.7089999999999996,19.0,False,False,False,False,True,False,False,False,False
2026-01-11,Jaden McDaniels,PTS,12.768,14.5,0,-1.731999999999999,12.0,False,False,False,False,True,False,False,False,False
2026-01-11,Amen Thompson,PTS,18.163,20.0,0,-1.8369999999999995,31.0,False,False,False,False,True,False,False,False,False
2026-01-11,Steven Adams,REB,7.603,9.5,0,-1.897,6.0,False,False,False,False,False,False,True,False,False
2026-01-11,Shai Gilgeous-Alexander,REB,2.591,4.5,0,-1.909,5.0,False,False,False,False,False,False,True,False,False
2026-01-11,Alperen Sengun,REB,6.59,8.5,0,-1.91,9.0,False,False,False,False,False,False,True,False,False
2026-01-11,Tre Johnson,PTS,10.531,12.5,0,-1.9689999999999992,19.0,False,False,False,False,True,False,False,False,False
2026-01-11,Chet Holmgren,PTS,15.52,17.5,0,-1.9800000000000004,16.0,False,False,False,False,True,False,False,False,False
2026-01-11,Desmond Bane,PTS,18.01,20.0,0,-1.9899999999999984,27.0,False,False,False,False,True,False,False,False,False
2026-01-11,Karl-Anthony Towns,PTS,18.438,20.5,0,-2.062000000000001,20.0,False,False,False,False,True,False,False,False,False
2026-01-11,Jordan Poole,PTS,9.35,11.5,0,-2.1500000000000004,21.0,False,False,False,False,True,False,False,False,False
2026-01-11,De'Anthony Melton,PTS,8.761,11.0,0,-2.2390000000000008,10.0,False,False,False,False,True,False,False,False,False
2026-01-11,Brandin Podziemski,PTS,7.758,10.0,0,-2.242,3.0,False,False,False,False,True,False,False,False,False
2026-01-11,Bam Adebayo,PTS,11.164,13.5,0,-2.3360000000000003,6.0,False,False,False,False,True,False,False,False,False
2026-01-11,Cam Spencer,PTS,11.135,13.5,0,-2.365,12.0,False,False,False,False,True,False,False,False,False
2026-01-11,Reed Sheppard,PTS,11.042,13.5,0,-2.458,6.0,False,False,False,False,True,False,False,False,False
2026-01-11,Victor Wembanyama,PTS,18.024,20.5,0,-2.475999999999999,29.0,False,False,False,False,True,False,False,False,False
2026-01-11,Norman Powell,PTS,18.007,20.5,0,-2.4929999999999986,0.0,False,False,False,False,True,False,False,False,False
2026-01-11,Spencer Jones,PTS,4.925,7.5,0,-2.575,5.0,False,False,False,False,True,False,False,False,False
2026-01-11,Paolo Banchero,PTS,20.767,23.5,0,-2.7330000000000005,23.0,False,False,False,False,True,False,False,False,False
2026-01-11,Moses Moody,PTS,6.646,9.5,0,-2.854,2.0,False,False,False,False,True,False,False,False,False
2026-01-11,Christian Braun,PTS,8.546,11.5,0,-2.9540000000000006,0.0,False,False,False,False,True,False,False,False,False
2026-01-11,Kevin Durant,PTS,25.504,28.5,0,-2.9959999999999987,23.0,False,False,False,False,True,False,False,False,False
2026-01-11,Anthony Black,PTS,16.344,19.5,0,-3.155999999999999,26.0,False,False,False,False,True,False,False,False,False
2026-01-11,Andrew Wiggins,PTS,9.297,12.5,0,-3.2029999999999994,23.0,False,False,False,False,True,False,False,False,False
2026-01-11,Jamal Murray,PTS,22.936,26.5,0,-3.564,0.0,False,False,False,False,True,False,False,False,False
2026-01-11,Derik Queen,PTS,9.924,13.5,0,-3.5760000000000005,10.0,False,False,False,False,True,False,False,False,False
2026-01-11,Noah Clowney,PTS,11.917,15.5,0,-3.583,17.0,False,False,False,False,True,False,False,False,False
2026-01-11,Karl-Anthony Towns,REB,7.746,11.5,0,-3.754,11.0,False,False,False,False,False,False,True,False,False
2026-01-11,Anthony Edwards,PTS,24.453,28.5,0,-4.047000000000001,23.0,False,False,False,False,True,False,False,False,False
2026-01-11,Giannis Antetokounmpo,PTS,25.388,29.5,0,-4.111999999999998,31.0,False,False,False,False,True,False,False,False,False
2026-01-11,OG Anunoby,PTS,11.212,15.5,0,-4.288,24.0,False,False,False,False,True,False,False,False,False
2026-01-11,Zion Williamson,PTS,18.822,23.5,0,-4.678000000000001,22.0,False,False,False,False,True,False,False,False,False
2026-01-11,Devin Booker,PTS,22.796,27.5,0,-4.704000000000001,17.0,False,False,False,False,True,False,False,False,False
2026-01-11,Aaron Gordon,PTS,11.81,17.5,0,-5.6899999999999995,23.0,False,False,False,False,True,False,False,False,False
2026-01-11,Jalen Brunson,PTS,21.149,28.5,0,-7.350999999999999,26.0,False,False,False,False,True,False,False,False,False
2026-01-11,Alperen Sengun,PTS,12.181,20.0,0,-7.819000000000001,19.0,False,False,False,False,True,False,False,False,False
2026-01-11,Cam Thomas,PTS,11.48,19.5,0,-8.02,9.0,False,False,False,False,True,False,False,False,False
2026-01-11,Shai Gilgeous-Alexander,PTS,20.213,30.5,0,-10.287,29.0,False,False,False,False,True,False,False,False,False
2026-01-11,Brandon Ingram,PTS,12.245,23.5,0,-11.255,0.0,False,False,False,False,True,False,False,False,False
2026-01-12,Collin Murray-Boyles,PRA,24.356,18.5,0,5.856000000000002,25.0,False,False,False,True,False,False,False,False,False
2026-01-12,Precious Achiuwa,PR,17.767,12.5,0,5.2669999999999995,16.0,False,False,True,False,False,False,False,False,False
2026-01-12,Collin Murray-Boyles,PR,21.708,16.5,0,5.207999999999998,19.0,False,False,True,False,False,False,False,False,False
2026-01-12,Day'Ron Sharpe,PR,18.498,13.5,0,4.998000000000001,26.0,False,False,True,False,False,False,False,False,False
2026-01-12,Collin Murray-Boyles,PTS,13.453,8.5,0,4.952999999999999,12.0,False,False,False,False,True,False,False,False,False
2026-01-12,Precious Achiuwa,PTS,12.113,7.5,0,4.6129999999999995,9.0,False,False,False,False,True,False,False,False,False
2026-01-12,Collin Murray-Boyles,PA,16.101,11.5,0,4.600999999999999,18.0,False,True,False,False,False,False,False,False,False
2026-01-12,Tyrese Maxey,PR,36.005,31.5,0,4.505000000000003,37.0,False,False,True,False,False,False,False,False,False
2026-01-12,Day'Ron Sharpe,PTS,10.605,6.5,0,4.105,14.0,False,False,False,False,True,False,False,False,False
2026-01-12,Tyrese Maxey,PRA,41.574,37.5,0,4.073999999999998,39.0,False,False,False,True,False,False,False,False,False
2026-01-12,Jake LaRavia,PR,19.395,15.5,0,3.895,4.0,False,False,True,False,False,False,False,False,False
2026-01-12,Jake LaRavia,PTS,14.325,10.5,0,3.8249999999999993,2.0,False,False,False,False,True,False,False,False,False
2026-01-12,Lauri Markkanen,PRA,39.238,35.5,0,3.737999999999999,42.0,False,False,False,True,False,False,False,False,False
2026-01-12,Sam Merrill,PTS,15.131,11.5,0,3.631,14.0,False,False,False,False,True,False,False,False,False
2026-01-12,Tyrese Maxey,PTS,30.978,27.5,0,3.4780000000000015,33.0,False,False,False,False,True,False,False,False,False
2026-01-12,Terance Mann,PA,12.739,9.5,0,3.2390000000000008,11.0,False,True,False,False,False,False,False,False,False
2026-01-12,Lauri Markkanen,RA,12.168,9.0,0,3.1679999999999993,14.0,False,False,False,False,False,True,False,False,False
2026-01-12,Sam Merrill,PR,17.615,14.5,0,3.1149999999999984,16.0,False,False,True,False,False,False,False,False,False
2026-01-12,Tyrese Maxey,PA,36.546,33.5,0,3.0459999999999994,35.0,False,True,False,False,False,False,False,False,False
2026-01-12,Danny Wolf,PRA,15.507,12.5,0,3.0069999999999997,8.0,False,False,False,True,False,False,False,False,False
2026-01-12,Nique Clifford,PTS,9.377,6.5,0,2.8770000000000007,0.0,False,False,False,False,True,False,False,False,False
2026-01-12,John Collins,PA,19.161,16.5,0,2.661000000000002,4.0,False,True,False,False,False,False,False,False,False
2026-01-12,Jake LaRavia,PRA,21.132,18.5,0,2.6320000000000014,7.0,False,False,False,True,False,False,False,False,False
2026-01-12,Jarred Vanderbilt,PA,9.115,6.5,0,2.615,0.0,False,True,False,False,False,False,False,False,False
2026-01-12,Sam Merrill,PRA,19.05,16.5,0,2.5500000000000007,19.0,False,False,False,True,False,False,False,False,False
2026-01-12,Terance Mann,PTS,9.013,6.5,0,2.513,5.0,False,False,False,False,True,False,False,False,False
2026-01-12,Jaxson Hayes,PR,13.002,10.5,0,2.5020000000000007,17.0,False,False,True,False,False,False,False,False,False
2026-01-12,Johnny Furphy,PA,9.869,7.5,0,2.369,5.0,False,True,False,False,False,False,False,False,False
2026-01-12,Danny Wolf,PR,13.816,11.5,0,2.3160000000000007,7.0,False,False,True,False,False,False,False,False,False
2026-01-12,Lauri Markkanen,PA,30.731,28.5,0,2.2310000000000016,30.0,False,True,False,False,False,False,False,False,False
2026-01-12,Ryan Kalkbrenner,PA,9.722,7.5,0,2.2219999999999995,2.0,False,True,False,False,False,False,False,False,False
2026-01-12,Terance Mann,PR,11.678,9.5,0,2.178000000000001,8.0,False,False,True,False,False,False,False,False,False
2026-01-12,Darius Garland,PR,22.605,20.5,0,2.1050000000000004,25.0,False,False,True,False,False,False,False,False,False
2026-01-12,Ryan Kalkbrenner,PR,14.594,12.5,0,2.0939999999999994,2.0,False,False,True,False,False,False,False,False,False
2026-01-12,DeMar DeRozan,PA,25.589,23.5,0,2.088999999999998,38.0,False,True,False,False,False,False,False,False,False
2026-01-12,Lauri Markkanen,PR,35.578,33.5,0,2.078000000000003,40.0,False,False,True,False,False,False,False,False,False
2026-01-12,Sam Merrill,PA,16.566,14.5,0,2.065999999999999,17.0,False,True,False,False,False,False,False,False,False
2026-01-12,Jarred Vanderbilt,PTS,7.456,5.5,0,1.9560000000000004,0.0,False,False,False,False,True,False,False,False,False
2026-01-12,Ryan Kalkbrenner,PTS,8.423,6.5,0,1.923,2.0,False,False,False,False,True,False,False,False,False
2026-01-12,Danny Wolf,RA,7.369,5.5,0,1.869,5.0,False,False,False,False,False,True,False,False,False
2026-01-12,Sandro Mamukelashvili,PRA,17.356,15.5,0,1.8560000000000016,12.0,False,False,False,True,False,False,False,False,False
2026-01-12,DeMar DeRozan,PRA,29.3,27.5,0,1.8000000000000007,40.0,False,False,False,True,False,False,False,False,False
2026-01-12,John Collins,PTS,17.249,15.5,0,1.7489999999999988,3.0,False,False,False,False,True,False,False,False,False
2026-01-12,John Collins,PRA,24.245,22.5,0,1.745000000000001,9.0,False,False,False,True,False,False,False,False,False
2026-01-12,Andrew Nembhard,PRA,29.207,27.5,0,1.7070000000000007,28.0,False,False,False,True,False,False,False,False,False
2026-01-12,Brandon Miller,RA,8.699,7.0,0,1.6989999999999998,11.0,False,False,False,False,False,True,False,False,False
2026-01-12,Gabe Vincent,PTS,5.185,3.5,0,1.6849999999999996,9.0,False,False,False,False,True,False,False,False,False
2026-01-12,Day'Ron Sharpe,RA,10.14,8.5,0,1.6400000000000006,12.0,False,False,False,False,False,True,False,False,False
2026-01-12,Danny Wolf,PTS,8.138,6.5,0,1.638,3.0,False,False,False,False,True,False,False,False,False
2026-01-12,VJ Edgecombe,PRA,26.127,24.5,0,1.626999999999999,25.0,False,False,False,True,False,False,False,False,False
2026-01-12,DeMar DeRozan,PTS,21.03,19.5,0,1.5300000000000011,32.0,False,False,False,False,True,False,False,False,False
2026-01-12,Andrew Nembhard,PR,22.024,20.5,0,1.524000000000001,19.0,False,False,True,False,False,False,False,False,False
2026-01-12,Max Christie,PA,16.97,15.5,0,1.4699999999999989,12.0,False,True,False,False,False,False,False,False,False
2026-01-12,Max Christie,PTS,14.964,13.5,0,1.4640000000000004,10.0,False,False,False,False,True,False,False,False,False
2026-01-12,Jarrett Allen,RA,12.916,11.5,0,1.4160000000000004,7.0,False,False,False,False,False,True,False,False,False
2026-01-12,Precious Achiuwa,RA,7.904,6.5,0,1.404,7.0,False,False,False,False,False,True,False,False,False
2026-01-12,Andrew Nembhard,PA,25.903,24.5,0,1.4029999999999987,22.0,False,True,False,False,False,False,False,False,False
2026-01-12,Day'Ron Sharpe,REB,7.894,6.5,0,1.394,12.0,False,False,False,False,False,False,True,False,False
2026-01-12,Brandon Miller,REB,5.38,4.0,0,1.38,6.0,False,False,False,False,False,False,True,False,False
2026-01-12,VJ Edgecombe,PTS,15.858,14.5,0,1.3580000000000003,15.0,False,False,False,False,True,False,False,False,False
2026-01-12,Jay Huff,PR,13.855,12.5,0,1.3550000000000004,23.0,False,False,True,False,False,False,False,False,False
2026-01-12,Paul George,RA,9.811,8.5,0,1.311,10.0,False,False,False,False,False,True,False,False,False
2026-01-12,Rui Hachimura,PR,11.793,10.5,0,1.2929999999999993,0.0,False,False,True,False,False,False,False,False,False
2026-01-12,Sandro Mamukelashvili,PR,15.785,14.5,0,1.285,10.0,False,False,True,False,False,False,False,False,False
2026-01-12,VJ Edgecombe,PA,20.776,19.5,0,1.2759999999999998,23.0,False,True,False,False,False,False,False,False,False
2026-01-12,DeMar DeRozan,PR,24.741,23.5,0,1.2409999999999997,34.0,False,False,True,False,False,False,False,False,False
2026-01-12,Andrew Nembhard,PTS,18.72,17.5,0,1.2199999999999989,13.0,False,False,False,False,True,False,False,False,False
2026-01-12,Johnny Furphy,PRA,14.659,13.5,0,1.1590000000000007,10.0,False,False,False,True,False,False,False,False,False
2026-01-12,VJ Edgecombe,STL,2.652,1.5,0,1.152,1.0,False,False,False,False,False,False,False,True,False
2026-01-12,Miles Bridges,PR,26.639,25.5,0,1.1389999999999991,17.0,False,False,True,False,False,False,False,False,False
2026-01-12,Jarrett Allen,PRA,25.611,24.5,0,1.1110000000000009,15.0,False,False,False,True,False,False,False,False,False
2026-01-12,Jarred Vanderbilt,PR,11.599,10.5,0,1.0990000000000002,4.0,False,False,True,False,False,False,False,False,False
2026-01-12,Darius Garland,PTS,19.593,18.5,0,1.093,23.0,False,False,False,False,True,False,False,False,False
2026-01-12,Kris Dunn,PTS,8.537,7.5,0,1.0370000000000008,0.0,False,False,False,False,True,False,False,False,False
2026-01-12,Sandro Mamukelashvili,REB,6.504,5.5,0,1.0039999999999996,2.0,False,False,False,False,False,False,True,False,False
2026-01-12,Derrick White,REB,6.003,5.0,0,1.003,4.0,False,False,False,False,False,False,True,False,False
2026-01-12,Rui Hachimura,REB,3.483,2.5,0,0.983,0.0,False,False,False,False,False,False,True,False,False
2026-01-12,Aaron Nesmith,RA,8.474,7.5,0,0.9740000000000002,7.0,False,False,False,False,False,True,False,False,False
2026-01-12,Russell Westbrook,PR,22.453,21.5,0,0.9529999999999994,27.0,False,False,True,False,False,False,False,False,False
2026-01-12,LaMelo Ball,PTS,19.437,18.5,0,0.9370000000000012,25.0,False,False,False,False,True,False,False,False,False
2026-01-12,Kris Dunn,PA,13.398,12.5,0,0.8979999999999997,0.0,False,True,False,False,False,False,False,False,False
2026-01-12,Russell Westbrook,PTS,16.334,15.5,0,0.8339999999999996,22.0,False,False,False,False,True,False,False,False,False
2026-01-12,John Collins,PR,22.333,21.5,0,0.8329999999999984,8.0,False,False,True,False,False,False,False,False,False
2026-01-12,Max Christie,PRA,20.315,19.5,0,0.8150000000000013,17.0,False,False,False,True,False,False,False,False,False
2026-01-12,Rui Hachimura,PTS,8.31,7.5,0,0.8100000000000005,0.0,False,False,False,False,True,False,False,False,False
2026-01-12,Max Christie,PR,18.308,17.5,0,0.8079999999999998,15.0,False,False,True,False,False,False,False,False,False
2026-01-12,Daniel Gafford,RA,9.307,8.5,0,0.8070000000000004,0.0,False,False,False,False,False,True,False,False,False
2026-01-12,Sandro Mamukelashvili,PTS,9.281,8.5,0,0.7810000000000006,8.0,False,False,False,False,True,False,False,False,False
2026-01-12,DeMar DeRozan,RA,8.27,7.5,0,0.7699999999999996,8.0,False,False,False,False,False,True,False,False,False
2026-01-12,VJ Edgecombe,RA,10.269,9.5,0,0.7690000000000001,10.0,False,False,False,False,False,True,False,False,False
2026-01-12,Jay Huff,PTS,9.253,8.5,0,0.7530000000000001,20.0,False,False,False,False,True,False,False,False,False
2026-01-12,VJ Edgecombe,PR,21.208,20.5,0,0.7079999999999984,17.0,False,False,True,False,False,False,False,False,False
2026-01-12,Jay Huff,PRA,15.199,14.5,0,0.6989999999999998,25.0,False,False,False,True,False,False,False,False,False
2026-01-12,Brice Sensabaugh,RA,6.184,5.5,0,0.6840000000000002,1.0,False,False,False,False,False,True,False,False,False
2026-01-12,Ryan Kalkbrenner,REB,6.172,5.5,0,0.6719999999999997,0.0,False,False,False,False,False,False,True,False,False
2026-01-12,Jay Huff,REB,4.602,4.0,0,0.6020000000000003,3.0,False,False,False,False,False,False,True,False,False
2026-01-12,Paul George,PR,20.099,19.5,0,0.5990000000000002,19.0,False,False,True,False,False,False,False,False,False
2026-01-12,Lauri Markkanen,PTS,27.07,26.5,0,0.5700000000000003,28.0,False,False,False,False,True,False,False,False,False
2026-01-12,Paul George,PA,18.046,17.5,0,0.5459999999999994,21.0,False,True,False,False,False,False,False,False,False
2026-01-12,Darius Garland,PRA,29.043,28.5,0,0.5429999999999993,33.0,False,False,False,True,False,False,False,False,False
2026-01-12,Joel Embiid,STL,1.035,0.5,0,0.5349999999999999,2.0,False,False,False,False,False,False,False,True,False
2026-01-12,Darius Garland,PA,26.031,25.5,0,0.5309999999999988,31.0,False,True,False,False,False,False,False,False,False
2026-01-12,RJ Barrett,PTS,19.004,18.5,0,0.5040000000000013,0.0,False,False,False,False,True,False,False,False,False
2026-01-12,Miles Bridges,RA,10.497,10.0,0,0.4969999999999999,7.0,False,False,False,False,False,True,False,False,False
2026-01-12,Ryan Nembhard,STL,0.987,0.5,0,0.487,0.0,False,False,False,False,False,False,False,True,False
2026-01-12,Jarrett Allen,PR,22.982,22.5,0,0.4819999999999993,12.0,False,False,True,False,False,False,False,False,False
2026-01-12,RJ Barrett,STL,0.98,0.5,0,0.48,0.0,False,False,False,False,False,False,False,True,False
2026-01-12,Paul George,PRA,23.978,23.5,0,0.4780000000000015,25.0,False,False,False,True,False,False,False,False,False
2026-01-12,Noah Clowney,AST,1.969,1.5,0,0.4690000000000001,2.0,True,False,False,False,False,False,False,False,False
2026-01-12,Collin Sexton,STL,0.961,0.5,0,0.4609999999999999,0.0,False,False,False,False,False,False,False,True,False
2026-01-12,Jay Huff,RA,5.947,5.5,0,0.447,5.0,False,False,False,False,False,True,False,False,False
2026-01-12,Johnny Furphy,PR,12.931,12.5,0,0.4309999999999991,9.0,False,False,True,False,False,False,False,False,False
2026-01-12,Ivica Zubac,STL,0.929,0.5,0,0.429,0.0,False,False,False,False,False,False,False,True,False
2026-01-12,Aaron Nesmith,STL,0.917,0.5,0,0.417,0.0,False,False,False,False,False,False,False,True,False
2026-01-12,Joel Embiid,PA,28.904,28.5,0,0.4039999999999999,31.0,False,True,False,False,False,False,False,False,False
2026-01-12,Klay Thompson,STL,0.879,0.5,0,0.379,1.0,False,False,False,False,False,False,False,True,False
2026-01-12,Sandro Mamukelashvili,PA,10.852,10.5,0,0.3520000000000003,10.0,False,True,False,False,False,False,False,False,False
2026-01-12,Sandro Mamukelashvili,STL,0.845,0.5,0,0.345,0.0,False,False,False,False,False,False,False,True,False
2026-01-12,Kris Dunn,PRA,15.842,15.5,0,0.3420000000000005,2.0,False,False,False,True,False,False,False,False,False
2026-01-12,Klay Thompson,RA,4.822,4.5,0,0.322,3.0,False,False,False,False,False,True,False,False,False
2026-01-12,Miles Bridges,STL,0.706,0.5,0,0.2059999999999999,0.0,False,False,False,False,False,False,False,True,False
2026-01-12,Miles Bridges,PRA,29.69,29.5,0,0.1900000000000012,18.0,False,False,False,True,False,False,False,False,False
2026-01-12,Johnny Furphy,STL,0.67,0.5,0,0.17,1.0,False,False,False,False,False,False,False,True,False
2026-01-12,Pascal Siakam,RA,10.657,10.5,0,0.157,14.0,False,False,False,False,False,True,False,False,False
2026-01-12,Scottie Barnes,PA,23.655,23.5,0,0.1550000000000011,18.0,False,True,False,False,False,False,False,False,False
2026-01-12,Sam Hauser,AST,1.653,1.5,0,0.153,1.0,True,False,False,False,False,False,False,False,False
2026-01-12,Ryan Kalkbrenner,STL,0.651,0.5,0,0.151,0.0,False,False,False,False,False,False,False,True,False
2026-01-12,Dominick Barlow,STL,0.615,0.5,0,0.1149999999999999,0.0,False,False,False,False,False,False,False,True,False
2026-01-12,Jay Huff,PA,10.597,10.5,0,0.0969999999999995,22.0,False,True,False,False,False,False,False,False,False
2026-01-12,LaMelo Ball,PR,23.568,23.5,0,0.0680000000000013,34.0,False,False,True,False,False,False,False,False,False
2026-01-12,Joel Embiid,RA,12.559,12.5,0,0.0589999999999992,12.0,False,False,False,False,False,True,False,False,False
2026-01-12,Brandon Ingram,STL,0.541,0.5,0,0.041,0.0,False,False,False,False,False,False,False,True,False
2026-01-12,Kawhi Leonard,RA,9.533,9.5,0,0.0329999999999994,8.0,False,False,False,False,False,True,False,False,False
2026-01-12,Johnny Furphy,RA,6.518,6.5,0,0.0179999999999997,6.0,False,False,False,False,False,True,False,False,False
2026-01-12,Payton Pritchard,REB,5.007,5.0,0,0.0069999999999996,4.0,False,False,False,False,False,False,True,False,False
2026-01-12,Nicolas Batum,PTS,5.502,5.5,0,0.0019999999999997,7.0,False,False,False,False,True,False,False,False,False
2026-01-12,Scottie Barnes,PTS,18.49,18.5,0,-0.0100000000000015,15.0,False,False,False,False,True,False,False,False,False
2026-01-12,Sam Merrill,REB,2.484,2.5,0,-0.016,2.0,False,False,False,False,False,False,True,False,False
2026-01-12,Quentin Grimes,PTS,10.467,10.5,0,-0.0329999999999994,6.0,False,False,False,False,True,False,False,False,False
2026-01-12,Darius Garland,RA,9.45,9.5,0,-0.0500000000000007,10.0,False,False,False,False,False,True,False,False,False
2026-01-12,Kris Dunn,STL,1.44,1.5,0,-0.06,0.0,False,False,False,False,False,False,False,True,False
2026-01-12,Terance Mann,RA,6.392,6.5,0,-0.1079999999999996,9.0,False,False,False,False,False,True,False,False,False
2026-01-12,Jaylon Tyson,PTS,9.388,9.5,0,-0.1120000000000001,11.0,False,False,False,False,True,False,False,False,False
2026-01-12,Noah Clowney,REB,4.366,4.5,0,-0.1340000000000003,2.0,False,False,False,False,False,False,True,False,False
2026-01-12,Jay Huff,AST,1.345,1.5,0,-0.155,2.0,True,False,False,False,False,False,False,False,False
2026-01-12,Pascal Siakam,AST,3.338,3.5,0,-0.1619999999999999,6.0,True,False,False,False,False,False,False,False,False
2026-01-12,Jarrett Allen,PA,15.323,15.5,0,-0.1769999999999996,11.0,False,True,False,False,False,False,False,False,False
2026-01-12,Anfernee Simons,REB,2.315,2.5,0,-0.185,3.0,False,False,False,False,False,False,True,False,False
2026-01-12,Quentin Grimes,PR,14.296,14.5,0,-0.2040000000000006,10.0,False,False,True,False,False,False,False,False,False
2026-01-12,Aaron Nesmith,REB,5.274,5.5,0,-0.2259999999999999,5.0,False,False,False,False,False,False,True,False,False
2026-01-12,Neemias Queta,PTS,10.235,10.5,0,-0.2650000000000005,15.0,False,False,False,False,True,False,False,False,False
2026-01-12,James Harden,AST,7.222,7.5,0,-0.2779999999999996,10.0,True,False,False,False,False,False,False,False,False
2026-01-12,Miles Bridges,PTS,19.194,19.5,0,-0.3060000000000009,11.0,False,False,False,False,True,False,False,False,False
2026-01-12,Neemias Queta,RA,10.181,10.5,0,-0.3190000000000008,10.0,False,False,False,False,False,True,False,False,False
2026-01-12,Paul George,PTS,14.167,14.5,0,-0.3330000000000002,15.0,False,False,False,False,True,False,False,False,False
2026-01-12,Scottie Barnes,AST,5.165,5.5,0,-0.3349999999999999,3.0,True,False,False,False,False,False,False,False,False
2026-01-12,Donovan Mitchell,RA,10.11,10.5,0,-0.3900000000000005,5.0,False,False,False,False,False,True,False,False,False
2026-01-12,DeMar DeRozan,STL,1.073,1.5,0,-0.427,3.0,False,False,False,False,False,False,False,True,False
2026-01-12,Russell Westbrook,PRA,28.072,28.5,0,-0.4280000000000008,34.0,False,False,False,True,False,False,False,False,False
2026-01-12,Cam Thomas,AST,2.048,2.5,0,-0.4519999999999999,0.0,True,False,False,False,False,False,False,False,False
