season,game_id,date,player_id,player,team,opponent,pts,reb,ast,stl,blk,to,fga,fta,oreb,min,poss,opp_allow_pts,opp_allow_reb,opp_allow_ast,opp_allow_stl,opp_allow_blk,opp_allow_to,opp_pace_proxy,roll_avg_pts,roll_avg_reb,roll_avg_ast,roll_avg_stl,roll_avg_blk,roll_avg_to,lag1_pts,lag1_reb,lag1_ast,lag1_stl,lag1_blk,lag1_to,roll_min,lag1_min,lag2_min,ewm_min,usage_proxy,lag1_usage,roll_usage,ewm_usage,games_played
2025,18447019,2025-11-17,330,Monte Morris,IND,DET,2,0,0,0,0,0,1,0,0,2.0,1.0,10.514925373134329,3.883084577114428,2.1965174129353233,0.8880597014925373,0.5373134328358209,0.0,8.145373134328358,3.0,1.0,1.8,0.0,0.2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,9.8,5.0,10.0,7.736625514403294,0.5,0.376,0.3685333333333333,0.4039012345679013,5
2025,18447030,2025-11-18,1028264794,Elijah Harkless,UTA,LAL,4,0,1,1,0,0,0,4,0,3.0,1.76,10.488721804511279,3.674185463659148,2.481203007518797,0.8320802005012531,0.3308270676691729,0.0,7.794786967418546,2.2,0.6,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,1.0,7.0,6.209876543209878,0.5866666666666667,0.0,0.20476190476190476,0.2700215559474819,6
2025,18447049,2025-11-21,56677840,Dereck Lively II,DAL,NOP,4,4,2,1,1,0,1,2,3,18.0,-1.12,11.355203619909503,4.223981900452489,2.6990950226244346,0.7647058823529411,0.5633484162895928,0.0,8.30633484162896,3.6,5.8,1.6,0.4,2.0,0.0,4.0,10.0,1.0,0.0,3.0,0.0,17.2,18.0,12.0,16.55144032921811,0.10444444444444444,0.21555555555555556,0.17040896358543417,0.1758146103578967,6
2025,18447055,2025-11-22,414,Landry Shamet,NYK,ORL,0,0,2,0,0,0,0,0,0,3.0,0.0,10.623556581986143,4.006928406466512,2.323325635103926,0.7136258660508084,0.5103926096997691,0.0,8.129422632794457,13.2,2.2,2.2,0.4,0.4,0.0,9.0,3.0,1.0,1.0,1.0,0.0,25.8,23.0,39.0,19.88803586224373,0.0,0.31826086956521743,0.30479608705695665,0.23521021888418328,14
2025,18447063,2025-11-23,58,Chris Boucher,BOS,ORL,1,1,1,1,2,0,0,2,0,14.0,0.88,10.623556581986143,4.006928406466512,2.323325635103926,0.7136258660508084,0.5103926096997691,0.0,8.129422632794457,2.4,1.8,0.2,0.6,0.4,0.0,2.0,7.0,0.0,0.0,0.0,0.0,10.0,13.0,7.0,11.84453589391861,0.06285714285714286,0.23076923076923078,0.30341391941391943,0.23671672939162658,7
2025,18447074,2025-11-24,1057848654,Mark Sears,MIL,POR,3,0,0,0,0,0,3,0,0,3.0,3.0,11.081585081585082,4.146853146853147,2.491841491841492,0.9906759906759907,0.5990675990675991,0.0,8.332307692307692,4.4,0.4,0.4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.8,2.0,3.0,3.732510288065845,1.0,0.5,0.7882666666666667,0.7001622574955909,5
2025,18447075,2025-11-24,1057272081,Noa Essengue,CHI,NOP,0,0,0,1,0,0,2,0,0,2.0,2.0,11.355203619909503,4.223981900452489,2.6990950226244346,0.7647058823529411,0.5633484162895928,0.0,8.30633484162896,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,,3.3333333333333335,1.0,0.25,0.625,0.5,1
2025,18447079,2025-11-25,56677795,Jacob Toppin,ATL,WAS,2,0,0,0,0,0,2,0,0,7.0,2.0,10.757990867579908,4.168949771689498,2.5136986301369864,0.863013698630137,0.4977168949771689,0.0,7.9972602739726035,1.6,0.2,0.2,0.0,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.4,1.0,3.0,4.08641975308642,0.2857142857142857,0.0,0.2704761904761905,0.27301587301587305,4
2025,18447091,2025-11-28,340,Larry Nance Jr.,CLE,ATL,0,3,1,0,0,0,1,0,2,10.0,-1.0,10.93018018018018,4.254504504504505,2.5563063063063063,0.8355855855855856,0.4391891891891892,0.0,8.26,2.6,1.4,0.8,0.6,0.4,0.0,6.0,1.0,2.0,2.0,0.0,0.0,13.0,18.0,13.0,13.300963620434645,0.1,0.2222222222222222,0.23270355375618532,0.18627236996658902,15
2025,18447095,2025-11-28,17896029,Sharife Cooper,WAS,IND,0,0,0,0,0,0,1,0,0,3.0,1.0,10.642201834862385,4.229357798165138,2.25,0.6536697247706422,0.40825688073394495,0.0,8.038623853211009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.0,2.0,2.555555555555556,0.3333333333333333,0.0,0.08333333333333333,0.1111111111111111,3
2025,18447108,2025-11-29,1057387526,Koby Brea,PHX,DEN,0,1,1,0,0,0,1,0,0,4.0,1.0,11.040963855421687,3.9734939759036143,2.597590361445783,0.7325301204819277,0.4457831325301205,0.0,8.432096385542168,2.0,0.5,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,,4.0,0.25,0.72,0.485,0.5633333333333334,1
2025,18447122,2025-12-01,367,Chris Paul,LAC,MIA,8,0,3,0,0,0,7,0,0,15.0,7.0,11.197560975609756,4.504878048780488,2.5926829268292684,0.8121951219512196,0.5195121951219512,0.0,8.685170731707318,3.8,1.2,2.4,0.2,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,13.4,11.0,15.0,14.025118219805874,0.4666666666666667,0.2727272727272727,0.27964349376114084,0.324368664357674,15
2025,18447136,2025-12-03,1057849029,Jahmyl Telfort,LAC,ATL,0,0,0,0,0,0,0,0,0,3.0,0.0,10.93018018018018,4.254504504504505,2.5563063063063063,0.8355855855855856,0.4391891891891892,0.0,8.26,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.0,4.0,3.350251486053956,0.0,0.0,0.09,0.07169377490365146,7
2025,18447134,2025-12-03,17896021,Jeremiah Robinson-Earl,IND,DEN,2,2,0,0,0,0,4,0,1,3.0,3.0,11.040963855421687,3.9734939759036143,2.597590361445783,0.7325301204819277,0.4457831325301205,0.0,8.432096385542168,3.0,4.6,0.8,0.2,0.2,0.0,5.0,5.0,0.0,0.0,1.0,0.0,14.2,17.0,11.0,12.067166347002368,1.3333333333333333,0.37176470588235294,0.45980082662435595,0.6310915412231065,16
2025,18447143,2025-12-04,56677831,Cam Whitmore,WAS,BOS,4,0,2,1,2,0,11,0,0,18.0,11.0,10.06474820143885,3.805755395683453,2.326139088729017,0.5083932853717026,0.38369304556354916,0.0,7.738513189448441,6.6,2.6,0.6,0.6,1.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,15.8,16.0,19.0,17.028240532730322,0.6111111111111112,0.7425,0.5240906432748538,0.5971688894865955,20
2025,18447142,2025-12-04,114,Seth Curry,GSW,PHI,0,2,1,1,0,0,2,0,0,14.0,2.0,10.847715736040609,4.228426395939087,2.530456852791878,0.7030456852791879,0.49238578680203043,0.0,8.398578680203046,7.0,2.0,1.5,1.0,0.0,0.0,14.0,2.0,2.0,1.0,0.0,0.0,16.0,18.0,,16.666666666666668,0.14285714285714285,0.3888888888888889,0.26587301587301587,0.3068783068783069,1
2025,18447143,2025-12-04,38017717,Ron Harper Jr.,BOS,WAS,0,0,1,1,1,0,3,0,0,5.0,3.0,10.757990867579908,4.168949771689498,2.5136986301369864,0.863013698630137,0.4977168949771689,0.0,7.9972602739726035,2.0,0.75,1.0,0.25,0.5,0.0,6.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,10.0,4.333333333333334,0.6,0.5,0.4,0.3851851851851852,3
2025,18447144,2025-12-04,1043947937,Tyson Etienne,BKN,UTA,0,0,1,0,0,0,0,0,0,2.0,0.0,11.521428571428572,4.119047619047619,2.7333333333333334,0.8119047619047619,0.5285714285714286,0.0,8.354285714285714,2.4,0.0,0.2,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.8,5.0,3.0,3.4293552812071337,0.0,0.4,0.7133333333333333,0.4367626886145406,7
2025,18447147,2025-12-05,1057396966,Amari Williams,BOS,LAL,0,0,0,0,0,0,0,0,0,2.0,0.0,10.488721804511279,3.674185463659148,2.481203007518797,0.8320802005012531,0.3308270676691729,0.0,7.794786967418546,0.6,1.4,0.2,0.2,0.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,15.0,5.0123456790123475,0.0,0.0,0.0784,0.04161316872427984,4
2025,18447150,2025-12-05,56677854,Chris Livingston,CLE,SAS,2,0,0,0,0,0,2,0,0,2.0,2.0,10.502325581395349,4.037209302325581,2.4558139534883723,0.727906976744186,0.40232558139534885,0.0,8.293023255813953,3.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,1.0,14.0,7.1111111111111125,1.0,0.0,0.46285714285714286,0.506031746031746,2
2025,18447147,2025-12-05,3547285,Xavier Tillman,BOS,LAL,2,0,0,0,0,0,1,0,0,3.0,1.0,10.488721804511279,3.674185463659148,2.481203007518797,0.8320802005012531,0.3308270676691729,0.0,7.794786967418546,2.2,1.8,0.4,0.8,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.8,5.0,30.0,8.480600856915446,0.3333333333333333,0.0,0.16,0.1897785765184028,10
2025,18447165,2025-12-06,1028203948,Isaiah Crawford,HOU,DAL,0,0,0,0,0,0,1,0,0,2.0,1.0,11.196078431372548,4.541666666666667,2.553921568627451,0.8848039215686274,0.46568627450980393,0.0,8.792352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.0,,2.666666666666667,0.5,0.0,0.25,0.16666666666666666,1
2025,18447163,2025-12-06,1028257937,Jahmir Young,MIA,SAC,0,1,1,1,0,0,1,0,0,8.0,1.0,11.439613526570048,4.345410628019324,2.6256038647342996,0.8091787439613527,0.4830917874396135,0.0,8.405120772946859,2.0,0.4,0.8,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,5.456790123456791,0.125,2.0,0.6773809523809524,0.6942239858906526,4
2025,18447159,2025-12-06,1057279760,Ben Saraf,BKN,NOP,7,1,4,0,0,0,8,0,0,20.0,8.0,11.355203619909503,4.223981900452489,2.6990950226244346,0.7647058823529411,0.5633484162895928,0.0,8.30633484162896,8.4,1.2,3.4,1.2,0.6,0.0,12.0,2.0,2.0,3.0,1.0,0.0,21.2,24.0,15.0,19.13890723523402,0.4,0.3466666666666667,0.3660168582375479,0.387340553044599,11
2025,18447166,2025-12-07,17896026,Franz Wagner,ORL,NYK,7,3,1,1,0,0,4,0,0,7.0,4.0,10.686046511627907,3.895348837209302,2.3674418604651164,0.6674418604651163,0.43023255813953487,0.0,8.157302325581394,22.0,5.0,2.6,1.8,0.4,0.0,32.0,5.0,3.0,1.0,0.0,0.0,29.0,34.0,36.0,24.79260190502087,0.5714285714285714,0.7247058823529412,0.6117546685340802,0.6082157639906831,23
2025,18447170,2025-12-07,1028245974,Emanuel Miller,CHI,GSW,0,1,0,0,0,0,2,0,1,4.0,1.0,10.899280575539569,4.251798561151079,2.5227817745803356,0.8249400479616307,0.4028776978417266,0.0,8.362877697841727,3.0,0.6,0.8,0.4,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,6.6,7.0,8.0,6.14814814814815,0.5,0.42857142857142855,0.4287142857142857,0.45516754850088187,4
2025,18447170,2025-12-07,1028254340,Trentyn Flowers,CHI,GSW,4,1,0,0,0,0,3,0,1,4.0,2.0,10.899280575539569,4.251798561151079,2.5227817745803356,0.8249400479616307,0.4028776978417266,0.0,8.362877697841727,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,1.0,,2.0,0.75,0.0,0.375,0.25,1
2025,18447168,2025-12-07,1028038100,Antonio Reeves,CHA,DEN,0,0,0,0,0,0,0,0,0,3.0,0.0,11.040963855421687,3.9734939759036143,2.597590361445783,0.7325301204819277,0.4457831325301205,0.0,8.432096385542168,4.2,1.0,0.4,0.2,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,9.8,4.0,10.0,6.497942386831277,0.0,0.75,0.32725490196078433,0.25245703219559434,5
2025,18447169,2025-12-07,1028025754,Zach Edey,MEM,POR,12,10,3,0,0,0,11,3,5,22.0,7.32,11.081585081585082,4.146853146853147,2.491841491841492,0.9906759906759907,0.5990675990675991,0.0,8.332307692307692,15.6,13.8,1.4,0.2,2.2,0.0,10.0,8.0,1.0,0.0,2.0,0.0,28.4,29.0,30.0,26.388050602042377,0.56,0.3213793103448276,0.43947471264367816,0.4497640372006959,10
2025,20054034,2025-12-09,1057846535,Chucky Hepburn,TOR,NYK,0,0,2,0,0,0,3,0,0,8.0,3.0,10.686046511627907,3.895348837209302,2.3674418604651164,0.6674418604651163,0.43023255813953487,0.0,8.157302325581394,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.5,5.0,,6.0,0.375,0.6,0.4875,0.525,1
2025,20054960,2025-12-11,1058091815,Javonte Cooke,POR,NOP,0,1,1,0,0,0,1,0,0,4.0,1.0,11.355203619909503,4.223981900452489,2.6990950226244346,0.7647058823529411,0.5633484162895928,0.0,8.30633484162896,1.4,0.6,1.0,0.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.2,3.0,13.0,5.901234567901236,0.25,0.3333333333333333,0.3961538461538462,0.3726654004431783,4
2025,20054971,2025-12-14,64270311,Drew Peterson,CHA,CLE,0,2,0,0,0,0,1,0,1,5.0,0.0,10.786697247706423,4.112385321100917,2.5022935779816513,0.7958715596330275,0.4036697247706422,0.0,8.165963302752294,0.8,1.6,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,6.0,10.0,8.728395061728396,0.2,0.16666666666666666,0.2409356725146199,0.22282290087358317,5
2025,18447187,2025-12-18,17553979,Jonathan Kuminga,GSW,PHX,2,4,1,0,0,0,5,0,1,10.0,4.0,9.906818181818181,3.827272727272727,2.184090909090909,0.7340909090909091,0.4022727272727273,0.0,7.5035454545454545,6.6,5.0,1.8,0.0,0.4,0.0,4.0,7.0,3.0,0.0,1.0,0.0,17.4,22.0,20.0,16.805322059257435,0.5,0.49454545454545457,0.5479196172248804,0.5112453972955333,17
2025,18447178,2025-12-18,1028274126,RayJ Dennis,LAC,OKC,0,2,0,0,0,0,0,0,0,4.0,0.0,9.719730941704036,4.00896860986547,2.2152466367713006,0.647982062780269,0.35874439461883406,0.0,7.69219730941704,2.0,1.0,0.4,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.8,6.0,1.0,4.744004822109448,0.0,0.3333333333333333,0.3552,0.26775281215747454,13
2025,18447180,2025-12-18,1028038474,K.J. Simpson,CHA,ATL,4,0,2,1,0,0,7,0,0,13.0,7.0,10.93018018018018,4.254504504504505,2.5563063063063063,0.8355855855855856,0.4391891891891892,0.0,8.26,8.8,2.6,2.8,2.0,0.0,0.0,6.0,0.0,4.0,2.0,0.0,0.0,22.8,19.0,25.0,18.150958745498876,0.5384615384615384,0.52,0.44781053429329293,0.4826971636006139,13
2025,18447189,2025-12-18,182,Jerami Grant,POR,SAC,20,9,5,0,1,0,18,3,2,40.0,17.32,11.439613526570048,4.345410628019324,2.6256038647342996,0.8091787439613527,0.4830917874396135,0.0,8.405120772946859,24.2,6.0,3.0,0.2,0.8,0.0,35.0,3.0,2.0,0.0,1.0,0.0,34.2,34.0,31.0,35.1897715919971,0.483,0.6988235294117647,0.630020303605313,0.5864325256567174,25
2025,18447190,2025-12-19,1057846206,Vladislav Goldin,MIA,BOS,0,0,1,0,0,0,0,0,0,1.0,0.0,10.06474820143885,3.805755395683453,2.326139088729017,0.5083932853717026,0.38369304556354916,0.0,7.738513189448441,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,1.0,,,1.0,0.0,,0.0,0.0,0
2025,18447193,2025-12-19,1028267470,Luke Travers,CLE,CHI,4,3,0,1,0,0,2,0,1,6.0,1.0,11.566750629722922,4.342569269521411,2.6448362720403025,0.8463476070528967,0.5541561712846348,0.0,8.878287153652392,3.0,2.2,0.8,0.4,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.4,5.0,11.0,7.65036946716569,0.3333333333333333,0.6,0.440969696969697,0.39388565795272096,11
2025,18447200,2025-12-20,666505,Brandon Clarke,MEM,WAS,2,3,0,1,0,0,2,0,1,4.0,1.0,10.757990867579908,4.168949771689498,2.5136986301369864,0.863013698630137,0.4977168949771689,0.0,7.9972602739726035,4.0,3.0,0.5,1.0,0.0,0.0,6.0,3.0,1.0,1.0,0.0,0.0,10.5,17.0,,12.666666666666668,0.5,0.5152941176470588,0.5076470588235293,0.5101960784313726,1
2025,18447203,2025-12-20,407,Dario Saric,SAC,POR,0,0,0,0,0,0,0,0,0,3.0,0.0,11.081585081585082,4.146853146853147,2.491841491841492,0.9906759906759907,0.5990675990675991,0.0,8.332307692307692,1.0,1.2,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,4.0,6.7777777777777795,0.0,0.1,0.16314285714285715,0.13347442680776017,4
2025,18447206,2025-12-21,373,Jakob Poeltl,TOR,BKN,2,2,0,0,0,0,1,0,0,7.0,1.0,10.1712158808933,3.866004962779156,2.446650124069479,0.771712158808933,0.41687344913151364,0.0,7.6138957816377175,7.0,6.0,1.2,0.8,0.4,0.0,8.0,8.0,2.0,0.0,1.0,0.0,21.8,29.0,25.0,20.22927887562269,0.14285714285714285,0.20689655172413793,0.2561211736988649,0.2216646837416835,20
2025,18447212,2025-12-22,17896035,Isaiah Jackson,IND,BOS,0,0,0,0,1,0,0,0,0,2.0,0.0,10.06474820143885,3.805755395683453,2.326139088729017,0.5083932853717026,0.38369304556354916,0.0,7.738513189448441,5.2,7.2,0.8,0.0,1.0,0.0,4.0,5.0,1.0,0.0,1.0,0.0,15.0,12.0,26.0,12.601377796375585,0.0,0.48,0.34429431438127095,0.239901597678598,28
